move_const	move_name	type	category	power	accuracy	pp	priority	effect	target	flags	description	source_file	source_line	confidence
MOVE_SHELL_SMASH	Shell Smash	TYPE_NORMAL	STATUS	0	0	15	0	EFFECT_SHELL_SMASH	USER	ignoresProtect	Raises offensive stats, but  lowers defensive stats.	src/data/moves_info.h	12569	Measured
MOVE_HEAL_PULSE	Heal Pulse	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_HEAL_PULSE	SELECTED	pulseMove,healingMove	Recovers up to half the  target's maximum HP.	src/data/moves_info.h	12594	Measured
MOVE_HEX	Hex	TYPE_GHOST	SPECIAL	65	100	10	0	EFFECT_DOUBLE_POWER_ON_ARG_STATUS	SELECTED	NONE	Does double damage if the  foe has a status problem.	src/data/moves_info.h	12620	Measured
MOVE_SKY_DROP	Sky Drop	TYPE_FLYING	PHYSICAL	60	100	10	0	EFFECT_SKY_DROP	SELECTED	makesContact,gravityBanned	Takes the foe into the sky  then drops it the next turn.	src/data/moves_info.h	12643	Measured
MOVE_SHIFT_GEAR	Shift Gear	TYPE_STEEL	STATUS	0	0	10	0	EFFECT_SHIFT_GEAR	USER	ignoresProtect	Rotates its gears to raise  Attack and Speed.	src/data/moves_info.h	12670	Measured
MOVE_CIRCLE_THROW	Circle Throw	TYPE_FIGHTING	PHYSICAL	60	100	10	-6	EFFECT_HIT_SWITCH_TARGET	SELECTED	makesContact	NONE	src/data/moves_info.h	12695	Measured
MOVE_INCINERATE	Incinerate	TYPE_FIRE	SPECIAL	60	100	15	0	EFFECT_HIT	BOTH	NONE	Burns up Berries and Gems  preventing their use.	src/data/moves_info.h	12717	Measured
MOVE_QUASH	Quash	TYPE_DARK	STATUS	0	100	15	0	EFFECT_QUASH	SELECTED	NONE	Suppresses the foe, making  it move last.	src/data/moves_info.h	12741	Measured
MOVE_ACROBATICS	Acrobatics	TYPE_FLYING	PHYSICAL	55	100	15	0	EFFECT_ACROBATICS	SELECTED	makesContact	Does double damage if the  user has no item.	src/data/moves_info.h	12764	Measured
MOVE_REFLECT_TYPE	Reflect Type	TYPE_NORMAL	STATUS	0	0	15	0	EFFECT_REFLECT_TYPE	SELECTED	ignoresSubstitute	The user reflects the foe's  type, copying it.	src/data/moves_info.h	12786	Measured
MOVE_RETALIATE	Retaliate	TYPE_NORMAL	PHYSICAL	70	100	5	0	EFFECT_RETALIATE	SELECTED	makesContact	An attack that does more  damage if an ally fainted.	src/data/moves_info.h	12810	Measured
MOVE_FINAL_GAMBIT	Final Gambit	TYPE_FIGHTING	SPECIAL	1	100	5	0	EFFECT_FINAL_GAMBIT	SELECTED	NONE	The user faints to damage  the foe equal to its HP.	src/data/moves_info.h	12832	Measured
MOVE_BESTOW	Bestow	TYPE_NORMAL	STATUS	0	0	15	0	EFFECT_BESTOW	SELECTED	ignoresSubstitute	The user gives its held  item to the foe.	src/data/moves_info.h	12855	Measured
MOVE_INFERNO	Inferno	TYPE_FIRE	SPECIAL	120	50	5	0	EFFECT_HIT	SELECTED	NONE	Powerful and sure to inflict  a burn, but inaccurate.	src/data/moves_info.h	12882	Measured
MOVE_WATER_PLEDGE	Water Pledge	TYPE_WATER	SPECIAL	80	100	10	0	EFFECT_PLEDGE	SELECTED	NONE	Attacks with a column of  water. May make a rainbow.	src/data/moves_info.h	12907	Measured
MOVE_FIRE_PLEDGE	Fire Pledge	TYPE_FIRE	SPECIAL	80	100	10	0	EFFECT_PLEDGE	SELECTED	NONE	Attacks with a column of  fire. May burn the grass.	src/data/moves_info.h	12929	Measured
MOVE_GRASS_PLEDGE	Grass Pledge	TYPE_GRASS	SPECIAL	80	100	10	0	EFFECT_PLEDGE	SELECTED	NONE	Attacks with a column of  grass. May create a swamp.	src/data/moves_info.h	12951	Measured
MOVE_VOLT_SWITCH	Volt Switch	TYPE_ELECTRIC	SPECIAL	70	100	20	0	EFFECT_HIT_ESCAPE	SELECTED	NONE	NONE	src/data/moves_info.h	12973	Measured
MOVE_STRUGGLE_BUG	Struggle Bug	TYPE_BUG	SPECIAL	50	100	20	0	EFFECT_HIT	BOTH	NONE	Resisting, the user attacks  the foe. Lowers Sp. Atk.	src/data/moves_info.h	12992	Measured
MOVE_BULLDOZE	Bulldoze	TYPE_GROUND	PHYSICAL	60	100	20	0	EFFECT_EARTHQUAKE	FOES_AND_ALLY	NONE	Stomps down on the ground.  Lowers Speed.	src/data/moves_info.h	13017	Measured
MOVE_FROST_BREATH	Frost Breath	TYPE_ICE	SPECIAL	60	100	10	0	EFFECT_HIT	SELECTED	alwaysCriticalHit	NONE	src/data/moves_info.h	13043	Measured
MOVE_DRAGON_TAIL	Dragon Tail	TYPE_DRAGON	PHYSICAL	60	100	10	-6	EFFECT_HIT_SWITCH_TARGET	SELECTED	makesContact	NONE	src/data/moves_info.h	13063	Measured
MOVE_WORK_UP	Work Up	TYPE_NORMAL	STATUS	0	0	30	0	EFFECT_ATTACK_SPATK_UP	USER	ignoresProtect	The user is roused.  Ups Attack and Sp. Atk.	src/data/moves_info.h	13085	Measured
MOVE_ELECTROWEB	Electroweb	TYPE_ELECTRIC	SPECIAL	55	100	15	0	EFFECT_HIT	BOTH	NONE	Snares the foe with an  electric net. Lowers Speed.	src/data/moves_info.h	13110	Measured
MOVE_WILD_CHARGE	Wild Charge	TYPE_ELECTRIC	PHYSICAL	90	100	15	0	EFFECT_HIT	SELECTED	makesContact,recoil:25	An electrical tackle that  also hurts the user.	src/data/moves_info.h	13135	Measured
MOVE_DRILL_RUN	Drill Run	TYPE_GROUND	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	makesContact,criticalHitStage:1	Spins its body like a drill.  High critical-hit ratio.	src/data/moves_info.h	13158	Measured
MOVE_DUAL_CHOP	Dual Chop	TYPE_DRAGON	PHYSICAL	40	100	15	0	EFFECT_HIT	SELECTED	makesContact,strikeCount:2	Attacks with brutal hits  that strike twice.	src/data/moves_info.h	13181	Measured
MOVE_HEART_STAMP	Heart Stamp	TYPE_PSYCHIC	PHYSICAL	60	100	25	0	EFFECT_HIT	SELECTED	makesContact	A sudden blow after a cute  act. May cause flinching.	src/data/moves_info.h	13204	Measured
MOVE_HORN_LEECH	Horn Leech	TYPE_GRASS	PHYSICAL	75	100	10	0	EFFECT_ABSORB	SELECTED	makesContact	NONE	src/data/moves_info.h	13230	Measured
MOVE_SACRED_SWORD	Sacred Sword	TYPE_FIGHTING	PHYSICAL	90	100	15	0	EFFECT_HIT	SELECTED	makesContact,slicingMove	NONE	src/data/moves_info.h	13252	Measured
MOVE_RAZOR_SHELL	Razor Shell	TYPE_WATER	PHYSICAL	75	100	10	0	EFFECT_HIT	SELECTED	makesContact,slicingMove,criticalHitStage:1	Tears at the foe with sharp  shells.	src/data/moves_info.h	13274	Measured
MOVE_HEAT_CRASH	Heat Crash	TYPE_FIRE	PHYSICAL	1	100	10	0	EFFECT_HEAT_CRASH	SELECTED	makesContact	NONE	src/data/moves_info.h	13298	Measured
MOVE_LEAF_TORNADO	Leaf Tornado	TYPE_GRASS	SPECIAL	65	100	10	0	EFFECT_HIT	SELECTED	windMove	Circles the foe with leaves  to damage and cut accuracy.	src/data/moves_info.h	13319	Measured
MOVE_STEAMROLLER	Steamroller	TYPE_BUG	PHYSICAL	65	100	20	0	EFFECT_HIT	SELECTED	makesContact	Crushes the foe with its  body. May cause flinching.	src/data/moves_info.h	13341	Measured
MOVE_COTTON_GUARD	Cotton Guard	TYPE_GRASS	STATUS	0	0	10	0	EFFECT_DEFENSE_UP_3	USER	ignoresProtect	Wraps its body in cotton.  Drastically raises Defense.	src/data/moves_info.h	13368	Measured
MOVE_NIGHT_DAZE	Night Daze	TYPE_DARK	SPECIAL	95	100	10	0	EFFECT_HIT	SELECTED	NONE	Looses a pitch-black shock  wave.	src/data/moves_info.h	13393	Measured
MOVE_PSYSTRIKE	Psystrike	TYPE_PSYCHIC	SPECIAL	100	100	10	0	EFFECT_PSYSHOCK	SELECTED	NONE	NONE	src/data/moves_info.h	13414	Measured
MOVE_TAIL_SLAP	Tail Slap	TYPE_NORMAL	PHYSICAL	25	100	10	0	EFFECT_MULTI_HIT	SELECTED	makesContact	Strikes the foe with its  tail 2 to 5 times.	src/data/moves_info.h	13433	Measured
MOVE_HURRICANE	Hurricane	TYPE_FLYING	SPECIAL	110	70	10	0	EFFECT_THUNDER	SELECTED	windMove	Traps the foe in a fierce  wind. May cause confusion.	src/data/moves_info.h	13455	Measured
MOVE_HEAD_CHARGE	Head Charge	TYPE_NORMAL	PHYSICAL	120	100	15	0	EFFECT_HIT	SELECTED	makesContact,recoil:25	A charge using guard hair.  It hurts the user a little.	src/data/moves_info.h	13482	Measured
MOVE_GEAR_GRIND	Gear Grind	TYPE_STEEL	PHYSICAL	50	100	15	0	EFFECT_HIT	SELECTED	makesContact,strikeCount:2	Throws two steel gears  that strike twice.	src/data/moves_info.h	13509	Measured
MOVE_SEARING_SHOT	Searing Shot	TYPE_FIRE	SPECIAL	100	100	5	0	EFFECT_HIT	FOES_AND_ALLY	ballisticMove	NONE	src/data/moves_info.h	13533	Measured
MOVE_TECHNO_BLAST	Techno Blast	TYPE_NORMAL	SPECIAL	120	100	5	0	EFFECT_CHANGE_TYPE_ON_ITEM	SELECTED	NONE	The type varies with the  kind of Drive held.	src/data/moves_info.h	13557	Measured
MOVE_RELIC_SONG	Relic Song	TYPE_NORMAL	SPECIAL	75	100	10	0	EFFECT_RELIC_SONG	BOTH	soundMove	Attacks with an ancient  song. May induce sleep.	src/data/moves_info.h	13580	Measured
MOVE_SECRET_SWORD	Secret Sword	TYPE_FIGHTING	SPECIAL	85	100	10	0	EFFECT_PSYSHOCK	SELECTED	slicingMove	Cuts with a long horn that  does physical damage.	src/data/moves_info.h	13609	Measured
MOVE_GLACIATE	Glaciate	TYPE_ICE	SPECIAL	65	100	10	0	EFFECT_HIT	BOTH	NONE	Blows very cold air at the  foe. It lowers their Speed.	src/data/moves_info.h	13632	Measured
MOVE_BOLT_STRIKE	Bolt Strike	TYPE_ELECTRIC	PHYSICAL	130	85	5	0	EFFECT_HIT	SELECTED	makesContact	Strikes with a great amount  of lightning. May paralyze.	src/data/moves_info.h	13657	Measured
MOVE_BLUE_FLARE	Blue Flare	TYPE_FIRE	SPECIAL	130	85	5	0	EFFECT_HIT	SELECTED	NONE	Engulfs the foe in a blue  flame. May inflict a burn.	src/data/moves_info.h	13683	Measured
MOVE_FIERY_DANCE	Fiery Dance	TYPE_FIRE	SPECIAL	80	100	10	0	EFFECT_HIT	SELECTED	danceMove	Dances cloaked in flames.  May raise Sp. Atk.	src/data/moves_info.h	13708	Measured
MOVE_FREEZE_SHOCK	Freeze Shock	TYPE_ICE	PHYSICAL	140	90	5	0	EFFECT_TWO_TURNS_ATTACK	SELECTED	NONE	A powerful 2-turn move that  may paralyze the foe.	src/data/moves_info.h	13735	Measured
MOVE_ICE_BURN	Ice Burn	TYPE_ICE	SPECIAL	140	100	5	0	EFFECT_TWO_TURNS_ATTACK	SELECTED	NONE	A powerful 2-turn move that  may inflict a burn.	src/data/moves_info.h	13764	Measured
MOVE_SNARL	Snarl	TYPE_DARK	SPECIAL	55	100	15	0	EFFECT_HIT	BOTH	soundMove	Yells and rants at the foe  lowering its Sp. Atk.	src/data/moves_info.h	13793	Measured
MOVE_ICICLE_CRASH	Icicle Crash	TYPE_ICE	PHYSICAL	85	100	10	0	EFFECT_HIT	SELECTED	NONE	Drops large icicles on the  foe. May cause flinching.	src/data/moves_info.h	13821	Measured
MOVE_V_CREATE	V-create	TYPE_FIRE	PHYSICAL	180	95	5	0	EFFECT_HIT	SELECTED	makesContact	Very powerful, but lowers  Defense, Sp. Def and Speed.	src/data/moves_info.h	13846	Measured
MOVE_FUSION_FLARE	Fusion Flare	TYPE_FIRE	SPECIAL	100	100	5	0	EFFECT_FUSION_COMBO	SELECTED	thawsUser	Summons a fireball. Works  well with a thunderbolt.	src/data/moves_info.h	13874	Measured
MOVE_FUSION_BOLT	Fusion Bolt	TYPE_ELECTRIC	PHYSICAL	100	100	5	0	EFFECT_FUSION_COMBO	SELECTED	NONE	Summons a thunderbolt.  Works well with a fireball.	src/data/moves_info.h	13896	Measured
MOVE_FLYING_PRESS	Flying Press	TYPE_FIGHTING	PHYSICAL	100	100	10	0	EFFECT_TWO_TYPED_MOVE	SELECTED	makesContact,gravityBanned	This attack does Fighting  and Flying-type damage.	src/data/moves_info.h	13917	Measured
MOVE_MAT_BLOCK	Mat Block	TYPE_FIGHTING	STATUS	0	0	5	0	EFFECT_MAT_BLOCK	USER	ignoresProtect	Evades damaging moves  for one turn.	src/data/moves_info.h	13944	Measured
MOVE_BELCH	Belch	TYPE_POISON	SPECIAL	120	100	10	0	EFFECT_BELCH	SELECTED	NONE	Lets out a loud belch.  Must eat a Berry to use it.	src/data/moves_info.h	13974	Measured
MOVE_ROTOTILLER	Rototiller	TYPE_GROUND	STATUS	0	0	10	0	EFFECT_ROTOTILLER	ALL_BATTLERS	ignoresProtect	Ups the Attack and Sp. Atk  of Grass-type Pokémon.	src/data/moves_info.h	14003	Measured
MOVE_STICKY_WEB	Sticky Web	TYPE_BUG	STATUS	0	0	20	0	EFFECT_STICKY_WEB	OPPONENTS_FIELD	ignoresProtect	Weaves a sticky net that  slows foes switching in.	src/data/moves_info.h	14028	Measured
MOVE_FELL_STINGER	Fell Stinger	TYPE_BUG	PHYSICAL	50	100	25	0	EFFECT_FELL_STINGER	SELECTED	makesContact	If it knocks out a foe  the Attack stat is raised.	src/data/moves_info.h	14054	Measured
MOVE_PHANTOM_FORCE	Phantom Force	TYPE_GHOST	PHYSICAL	90	100	10	0	EFFECT_SEMI_INVULNERABLE	SELECTED	makesContact,ignoresProtect	NONE	src/data/moves_info.h	14076	Measured
MOVE_TRICK_OR_TREAT	Trick-or-Treat	TYPE_GHOST	STATUS	0	100	20	0	EFFECT_THIRD_TYPE	SELECTED	NONE	Goes trick-or-treating  making the foe Ghost-type.	src/data/moves_info.h	14105	Measured
MOVE_NOBLE_ROAR	Noble Roar	TYPE_NORMAL	STATUS	0	100	30	0	EFFECT_NOBLE_ROAR	SELECTED	soundMove	Intimidates the foe, to cut  Attack and Sp. Atk.	src/data/moves_info.h	14129	Measured
MOVE_ION_DELUGE	Ion Deluge	TYPE_ELECTRIC	STATUS	0	0	5	1	EFFECT_ION_DELUGE	ALL_BATTLERS	ignoresProtect	Electrifies Normal-type  moves with charged atoms.	src/data/moves_info.h	14154	Measured
MOVE_PARABOLIC_CHARGE	Parabolic Charge	TYPE_ELECTRIC	SPECIAL	75	100	20	0	EFFECT_ABSORB	FOES_AND_ALLY	NONE	Damages adjacent Pokémon  and heals up by half of it.	src/data/moves_info.h	14178	Measured
MOVE_FORESTS_CURSE	Forest's Curse	TYPE_GRASS	STATUS	0	100	20	0	EFFECT_THIRD_TYPE	SELECTED	NONE	Puts a curse on the foe  making the foe Grass-type.	src/data/moves_info.h	14201	Measured
MOVE_PETAL_BLIZZARD	Petal Blizzard	TYPE_GRASS	PHYSICAL	90	100	15	0	EFFECT_HIT	FOES_AND_ALLY	windMove	Stirs up a violent storm  of petals to attack.	src/data/moves_info.h	14225	Measured
MOVE_FREEZE_DRY	Freeze-Dry	TYPE_ICE	SPECIAL	70	100	20	0	EFFECT_SUPER_EFFECTIVE_ON_ARG	SELECTED	NONE	Super effective on Water-  types. May cause frostbite.	src/data/moves_info.h	14247	Measured
MOVE_DISARMING_VOICE	Disarming Voice	TYPE_FAIRY	SPECIAL	40	0	15	0	EFFECT_HIT	BOTH	soundMove	Lets out a charming cry  that cannot be evaded.	src/data/moves_info.h	14277	Measured
MOVE_PARTING_SHOT	Parting Shot	TYPE_DARK	STATUS	0	100	20	0	EFFECT_PARTING_SHOT	SELECTED	soundMove	Lowers the foe's Attack and  Sp. Atk, then switches out.	src/data/moves_info.h	14300	Measured
MOVE_TOPSY_TURVY	Topsy-Turvy	TYPE_DARK	STATUS	0	0	20	0	EFFECT_TOPSY_TURVY	SELECTED	NONE	Swaps all stat changes that  affect the target.	src/data/moves_info.h	14325	Measured
MOVE_DRAINING_KISS	Draining Kiss	TYPE_FAIRY	SPECIAL	50	100	10	0	EFFECT_ABSORB	SELECTED	makesContact	NONE	src/data/moves_info.h	14348	Measured
MOVE_CRAFTY_SHIELD	Crafty Shield	TYPE_FAIRY	STATUS	0	0	10	3	EFFECT_PROTECT	USER	ignoresProtect	Evades status moves for  one turn.	src/data/moves_info.h	14370	Measured
MOVE_FLOWER_SHIELD	Flower Shield	TYPE_FAIRY	STATUS	0	0	10	0	EFFECT_FLOWER_SHIELD	USER, // The targeting of Flower Shield is handled through a script	ignoresProtect	Raises the Defense of  Grass-type Pokémon.	src/data/moves_info.h	14396	Measured
MOVE_GRASSY_TERRAIN	Grassy Terrain	TYPE_GRASS	STATUS	0	0	10	0	EFFECT_GRASSY_TERRAIN	ALL_BATTLERS	ignoresProtect	The ground turns to grass  for 5 turns. Restores HP.	src/data/moves_info.h	14420	Measured
MOVE_MISTY_TERRAIN	Misty Terrain	TYPE_FAIRY	STATUS	0	0	10	0	EFFECT_MISTY_TERRAIN	ALL_BATTLERS	ignoresProtect	Covers the ground with mist  for 5 turns. Blocks status.	src/data/moves_info.h	14445	Measured
MOVE_ELECTRIFY	Electrify	TYPE_ELECTRIC	STATUS	0	0	20	0	EFFECT_ELECTRIFY	SELECTED	NONE	Electrifies the foe, making  its next move Electric-type.	src/data/moves_info.h	14470	Measured
MOVE_PLAY_ROUGH	Play Rough	TYPE_FAIRY	PHYSICAL	90	100	10	0	EFFECT_HIT	SELECTED	makesContact	Plays rough with the foe.  May lower Attack.	src/data/moves_info.h	14492	Measured
MOVE_FAIRY_WIND	Fairy Wind	TYPE_FAIRY	SPECIAL	40	100	30	0	EFFECT_HIT	SELECTED	windMove	Stirs up a fairy wind to  strike the foe.	src/data/moves_info.h	14518	Measured
MOVE_MOONBLAST	Moonblast	TYPE_FAIRY	SPECIAL	95	100	15	0	EFFECT_HIT	SELECTED	NONE	Attacks with the power of  the moon. May lower Sp. Atk.	src/data/moves_info.h	14540	Measured
MOVE_BOOMBURST	Boomburst	TYPE_NORMAL	SPECIAL	140	100	10	0	EFFECT_HIT	FOES_AND_ALLY	soundMove	Attacks everything with a  destructive sound wave.	src/data/moves_info.h	14565	Measured
MOVE_FAIRY_LOCK	Fairy Lock	TYPE_FAIRY	STATUS	0	0	10	0	EFFECT_FAIRY_LOCK	ALL_BATTLERS	ignoresProtect,ignoresSubstitute	Locks down the battlefield  preventing escape next turn.	src/data/moves_info.h	14588	Measured
MOVE_KINGS_SHIELD	King's Shield	TYPE_STEEL	STATUS	0	0	5	4	EFFECT_PROTECT	USER	ignoresProtect	Evades damage and changes  form.	src/data/moves_info.h	14612	Measured
MOVE_PLAY_NICE	Play Nice	TYPE_NORMAL	STATUS	0	0	20	0	EFFECT_ATTACK_DOWN	SELECTED	ignoresProtect,ignoresSubstitute	Befriend the foe, lowering  its Attack without fail.	src/data/moves_info.h	14640	Measured
MOVE_CONFIDE	Confide	TYPE_NORMAL	STATUS	0	0	20	0	EFFECT_SPECIAL_ATTACK_DOWN	SELECTED	ignoresProtect,soundMove	Shares a secret with the  foe, lowering Sp. Atk.	src/data/moves_info.h	14665	Measured
MOVE_DIAMOND_STORM	Diamond Storm	TYPE_ROCK	SPECIAL	100	100	5	0	EFFECT_HIT	BOTH	NONE	Whips up a storm of  diamonds. May up Defense.	src/data/moves_info.h	14691	Measured
MOVE_STEAM_ERUPTION	Steam Eruption	TYPE_WATER	SPECIAL	120	100	5	0	EFFECT_HIT	SELECTED	thawsUser	Immerses the foe in heated  steam. May inflict a burn.	src/data/moves_info.h	14718	Measured
MOVE_HYPERSPACE_HOLE	Hyperspace Hole	TYPE_PSYCHIC	SPECIAL	80	0	5	0	EFFECT_HIT	SELECTED	ignoresProtect,ignoresSubstitute	NONE	src/data/moves_info.h	14745	Measured
MOVE_WATER_SHURIKEN	Water Shuriken	TYPE_WATER	B_UPDATED_MOVE_DATA >= GEN_7 ? SPECIAL : PHYSICAL	15	100	20	1	EFFECT_MULTI_HIT	SELECTED	NONE	Throws 2 to 5 stars that  are sure to strike first.	src/data/moves_info.h	14770	Measured
MOVE_MYSTICAL_FIRE	Mystical Fire	TYPE_FIRE	SPECIAL	75	100	10	0	EFFECT_HIT	SELECTED	NONE	Breathes a special, hot  fire. Lowers Sp. Atk.	src/data/moves_info.h	14791	Measured
MOVE_SPIKY_SHIELD	Spiky Shield	TYPE_GRASS	STATUS	0	0	5	4	EFFECT_PROTECT	USER	ignoresProtect	Evades attack, and damages  the foe if struck.	src/data/moves_info.h	14816	Measured
MOVE_AROMATIC_MIST	Aromatic Mist	TYPE_FAIRY	STATUS	0	0	20	0	EFFECT_AROMATIC_MIST	ALLY	ignoresProtect,ignoresSubstitute	Raises the Sp. Def of a  partner Pokémon.	src/data/moves_info.h	14843	Measured
MOVE_EERIE_IMPULSE	Eerie Impulse	TYPE_ELECTRIC	STATUS	0	100	15	0	EFFECT_SPECIAL_ATTACK_DOWN_2	SELECTED	NONE	Exposes the foe to a pulse  that sharply cuts Sp. Atk.	src/data/moves_info.h	14868	Measured
MOVE_VENOM_DRENCH	Venom Drench	TYPE_POISON	STATUS	0	100	20	0	EFFECT_VENOM_DRENCH	BOTH	NONE	Lowers the Attack, Sp. Atk  and Speed of a poisoned foe.	src/data/moves_info.h	14891	Measured
MOVE_POWDER	Powder	TYPE_BUG	STATUS	0	100	20	1	EFFECT_POWDER	SELECTED	powderMove	Damages the foe if it uses  a Fire-type move.	src/data/moves_info.h	14914	Measured
MOVE_GEOMANCY	Geomancy	TYPE_FAIRY	STATUS	0	0	10	0	EFFECT_GEOMANCY	USER	NONE	Raises Sp. Atk, Sp. Def and  Speed on the 2nd turn.	src/data/moves_info.h	14938	Measured
MOVE_MAGNETIC_FLUX	Magnetic Flux	TYPE_ELECTRIC	STATUS	0	0	20	0	EFFECT_MAGNETIC_FLUX	USER	ignoresProtect,ignoresSubstitute	Boosts the defenses of  those with Plus or Minus.	src/data/moves_info.h	14964	Measured
MOVE_HAPPY_HOUR	Happy Hour	TYPE_NORMAL	STATUS	0	0	30	0	EFFECT_DO_NOTHING	USER	ignoresProtect	Doubles the amount of  Prize Money received.	src/data/moves_info.h	14990	Measured
MOVE_ELECTRIC_TERRAIN	Electric Terrain	TYPE_ELECTRIC	STATUS	0	0	10	0	EFFECT_ELECTRIC_TERRAIN	ALL_BATTLERS	ignoresProtect	Electrifies the ground for  5 turns. Prevents sleep.	src/data/moves_info.h	15014	Measured
MOVE_DAZZLING_GLEAM	Dazzling Gleam	TYPE_FAIRY	SPECIAL	80	100	10	0	EFFECT_HIT	BOTH	NONE	Damages foes by emitting  a bright flash.	src/data/moves_info.h	15039	Measured
MOVE_CELEBRATE	Celebrate	TYPE_NORMAL	STATUS	0	0	40	0	EFFECT_DO_NOTHING	USER	ignoresProtect	Congratulates you on your  special day.	src/data/moves_info.h	15060	Measured
MOVE_HOLD_HANDS	Hold Hands	TYPE_NORMAL	STATUS	0	0	40	0	EFFECT_DO_NOTHING	ALLY	ignoresProtect,ignoresSubstitute	The user and ally hold hands  making them happy.	src/data/moves_info.h	15090	Measured
MOVE_BABY_DOLL_EYES	Baby-Doll Eyes	TYPE_FAIRY	STATUS	0	100	30	1	EFFECT_ATTACK_DOWN	SELECTED	NONE	Lowers the foe's Attack  before it can move.	src/data/moves_info.h	15120	Measured
MOVE_NUZZLE	Nuzzle	TYPE_ELECTRIC	PHYSICAL	20	100	20	0	EFFECT_HIT	SELECTED	makesContact	Rubs its cheeks against  the foe, paralyzing it.	src/data/moves_info.h	15143	Measured
MOVE_HOLD_BACK	Hold Back	TYPE_NORMAL	PHYSICAL	40	100	40	0	EFFECT_FALSE_SWIPE	SELECTED	makesContact	NONE	src/data/moves_info.h	15169	Measured
MOVE_INFESTATION	Infestation	TYPE_BUG	SPECIAL	20	100	20	0	EFFECT_HIT	SELECTED	makesContact	The foe is infested and  attacked for   turns.	src/data/moves_info.h	15189	Measured
MOVE_POWER_UP_PUNCH	Power-Up Punch	TYPE_FIGHTING	PHYSICAL	40	100	20	0	EFFECT_HIT	SELECTED	makesContact,punchingMove	A hard punch that raises  the user's Attack.	src/data/moves_info.h	15214	Measured
MOVE_OBLIVION_WING	Oblivion Wing	TYPE_FLYING	SPECIAL	80	100	10	0	EFFECT_ABSORB	SELECTED	NONE	NONE	src/data/moves_info.h	15242	Measured
MOVE_THOUSAND_ARROWS	Thousand Arrows	TYPE_GROUND	PHYSICAL	90	100	10	0	EFFECT_HIT	BOTH	NONE	Can hit Flying foes, then  knocks them to the ground.	src/data/moves_info.h	15263	Measured
MOVE_THOUSAND_WAVES	Thousand Waves	TYPE_GROUND	PHYSICAL	90	100	10	0	EFFECT_HIT	BOTH	NONE	Those hit by the wave can  no longer escape.	src/data/moves_info.h	15291	Measured
MOVE_LANDS_WRATH	Land's Wrath	TYPE_GROUND	PHYSICAL	90	100	10	0	EFFECT_HIT	BOTH	NONE	Gathers the energy of the  land to attack every foe.	src/data/moves_info.h	15317	Measured
MOVE_LIGHT_OF_RUIN	Light Of Ruin	TYPE_FAIRY	SPECIAL	140	100	5	0	EFFECT_HIT	SELECTED	recoil:50	Fires a great beam of light  that also hurts the user.	src/data/moves_info.h	15339	Measured
MOVE_ORIGIN_PULSE	Origin Pulse	TYPE_WATER	SPECIAL	110	85	10	0	EFFECT_HIT	BOTH	pulseMove	Beams of glowing blue light  blast both foes.	src/data/moves_info.h	15358	Measured
MOVE_PRECIPICE_BLADES	Precipice Blades	TYPE_GROUND	PHYSICAL	120	85	10	0	EFFECT_HIT	BOTH	NONE	Fearsome blades of stone  attack both foes.	src/data/moves_info.h	15381	Measured
MOVE_DRAGON_ASCENT	Dragon Ascent	TYPE_FLYING	PHYSICAL	120	100	5	0	EFFECT_HIT	SELECTED	makesContact	NONE	src/data/moves_info.h	15403	Measured
MOVE_HYPERSPACE_FURY	Hyperspace Fury	TYPE_DARK	PHYSICAL	100	0	5	0	EFFECT_HYPERSPACE_FURY	SELECTED	ignoresProtect,ignoresSubstitute	NONE	src/data/moves_info.h	15428	Measured
MOVE_SHORE_UP	Shore Up	TYPE_GROUND	STATUS	0	0	5	0	EFFECT_SHORE_UP	USER	ignoresProtect,healingMove	Restores the user's HP.  More HP in a sandstorm.	src/data/moves_info.h	15456	Measured
MOVE_FIRST_IMPRESSION	First Impression	TYPE_BUG	PHYSICAL	90	100	10	2	EFFECT_FIRST_TURN_ONLY	SELECTED	makesContact	Hits hard and first.  Only works first turn.	src/data/moves_info.h	15482	Measured
MOVE_BANEFUL_BUNKER	Baneful Bunker	TYPE_POISON	STATUS	0	0	5	4	EFFECT_PROTECT	USER	ignoresProtect	Protects user and poisons  foes on contact.	src/data/moves_info.h	15505	Measured
MOVE_SPIRIT_SHACKLE	Spirit Shackle	TYPE_GHOST	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	NONE	After being hit, foes can  no longer escape.	src/data/moves_info.h	15532	Measured
MOVE_DARKEST_LARIAT	Darkest Lariat	TYPE_DARK	PHYSICAL	85	100	10	0	EFFECT_HIT	SELECTED	makesContact	Swings the arms to strike  It ignores stat changes.	src/data/moves_info.h	15557	Measured
MOVE_SPARKLING_ARIA	Sparkling Aria	TYPE_WATER	SPECIAL	90	100	10	0	EFFECT_HIT	FOES_AND_ALLY	soundMove	Sings with bubbles. Cures  burns on contact.	src/data/moves_info.h	15580	Measured
MOVE_ICE_HAMMER	Ice Hammer	TYPE_ICE	PHYSICAL	100	100	10	0	EFFECT_HIT	SELECTED	makesContact,punchingMove	Swings the fist to strike  with ice.	src/data/moves_info.h	15608	Measured
