species_const	species_name	earliest_cp	entry_reason	availability_confidence	in_pool
SPECIES_CINDERACE_GMAX	Cinderace	UNK	no path found	UNK	FALSE
SPECIES_SOBBLE	Sobble	1	starter:game_start	Measured	TRUE
SPECIES_DRIZZILE	Drizzile	2	evolution:EVO_LEVEL@16:from SPECIES_SOBBLE	Derived	TRUE
SPECIES_INTELEON	Inteleon	7	evolution:EVO_LEVEL@36:from SPECIES_DRIZZILE	Derived	TRUE
SPECIES_INTELEON_GMAX	Inteleon	UNK	no path found	UNK	FALSE
SPECIES_SKWOVET	Skwovet	UNK	no path found	UNK	FALSE
SPECIES_GREEDENT	Greedent	UNK	no path found	UNK	FALSE
SPECIES_ROOKIDEE	Rookidee	1	starter:game_start	Measured	TRUE
SPECIES_CORVISQUIRE	Corvisquire	2	evolution:EVO_LEVEL@16:from SPECIES_ROOKIDEE	Derived	TRUE
SPECIES_CORVIKNIGHT	Corviknight	7	evolution:EVO_LEVEL@38:from SPECIES_CORVISQUIRE	Derived	TRUE
SPECIES_CORVIKNIGHT_GMAX	Corviknight	UNK	no path found	UNK	FALSE
SPECIES_BLIPBUG	Blipbug	1	starter:game_start	Measured	TRUE
SPECIES_DOTTLER	Dottler	1	evolution:EVO_LEVEL@10:from SPECIES_BLIPBUG	Derived	TRUE
SPECIES_ORBEETLE	Orbeetle	4	evolution:EVO_LEVEL@27:from SPECIES_DOTTLER	Derived	TRUE
SPECIES_ORBEETLE_MEGA	Orbeetle	4	mega/primal form of SPECIES_ORBEETLE (stone not resolved)	Inferred	TRUE
SPECIES_NICKIT	Nickit	1	wild	Asserted	TRUE
SPECIES_THIEVUL	Thievul	2	evolution:EVO_LEVEL@18:from SPECIES_NICKIT	Derived	TRUE
SPECIES_GOSSIFLEUR	Gossifleur	1	wild	Asserted	TRUE
SPECIES_ELDEGOSS	Eldegoss	2	evolution:EVO_LEVEL@20:from SPECIES_GOSSIFLEUR	Derived	TRUE
SPECIES_WOOLOO	Wooloo	1	wild	Asserted	TRUE
SPECIES_DUBWOOL	Dubwool	3	evolution:EVO_LEVEL@24:from SPECIES_WOOLOO	Derived	TRUE
SPECIES_CHEWTLE	Chewtle	1	wild	Asserted	TRUE
SPECIES_DREDNAW	Drednaw	3	evolution:EVO_LEVEL@22:from SPECIES_CHEWTLE	Derived	TRUE
SPECIES_DREDNAW_MEGA	Drednaw	3	mega/primal form of SPECIES_DREDNAW (stone not resolved)	Inferred	TRUE
SPECIES_YAMPER	Yamper	6	wild	Asserted	TRUE
SPECIES_BOLTUND	Boltund	6	evolution:EVO_LEVEL@25:from SPECIES_YAMPER	Derived	TRUE
SPECIES_ROLYCOLY	Rolycoly	1	starter:game_start	Measured	TRUE
SPECIES_CARKOL	Carkol	2	evolution:EVO_LEVEL@16:from SPECIES_ROLYCOLY	Derived	TRUE
SPECIES_COALOSSAL	Coalossal	6	evolution:EVO_LEVEL@34:from SPECIES_CARKOL	Derived	TRUE
SPECIES_COALOSSAL_MEGA	Coalossal	6	mega/primal form of SPECIES_COALOSSAL (stone not resolved)	Inferred	TRUE
SPECIES_APPLIN	Applin	7	wild	Asserted	TRUE
SPECIES_FLAPPLE	Flapple	11	evolution:EVO_ITEM:ITEM_LEAF_STONE	Derived	TRUE
SPECIES_FLAPPLE_MEGA	Flapple	11	mega/primal form of SPECIES_FLAPPLE (stone not resolved)	Inferred	TRUE
SPECIES_APPLETUN	Appletun	7	evolution:EVO_ITEM:ITEM_SUN_STONE	Derived	TRUE
SPECIES_APPLETUN_MEGA	Appletun	7	mega/primal form of SPECIES_APPLETUN (stone not resolved)	Inferred	TRUE
SPECIES_DIPPLIN	Dipplin	7	evolution:EVO_LEVEL@30:from SPECIES_APPLIN	Derived	TRUE
SPECIES_HYDRAPPLE	Hydrapple	7	evolution:EVO_LEVEL@44:from SPECIES_DIPPLIN	Derived	TRUE
SPECIES_SILICOBRA	Silicobra	11	wild	Derived	TRUE
SPECIES_SANDACONDA	Sandaconda	11	evolution:EVO_LEVEL@36:from SPECIES_SILICOBRA	Derived	TRUE
SPECIES_SANDACONDA_MEGA	Sandaconda	11	mega/primal form of SPECIES_SANDACONDA (stone not resolved)	Inferred	TRUE
SPECIES_CRAMORANT	Cramorant	1	wild	Asserted	TRUE
SPECIES_CRAMORANT_GULPING	Cramorant	UNK	no path found	UNK	FALSE
SPECIES_CRAMORANT_GORGING	Cramorant	UNK	no path found	UNK	FALSE
SPECIES_ARROKUDA	Arrokuda	3	wild	Asserted	TRUE
SPECIES_BARRASKEWDA	Barraskewda	3	wild	Asserted	TRUE
SPECIES_TOXEL	Toxel	4	wild	Asserted	TRUE
SPECIES_TOXTRICITY_AMPED	Toxtricity	4	evolution:EVO_LEVEL_NATURE_AMPED@30:from SPECIES_TOXEL	Derived	TRUE
SPECIES_TOXTRICITY_MEGA	Toxtricity	UNK	no path found	UNK	FALSE
SPECIES_TOXTRICITY_LOW_KEY	Toxtricity	4	evolution:EVO_LEVEL_NATURE_LOW_KEY@30:from SPECIES_TOXEL	Derived	TRUE
SPECIES_SIZZLIPEDE	Sizzlipede	7	wild	Asserted	TRUE
SPECIES_CENTISKORCH	Centiskorch	7	evolution:EVO_LEVEL@28:from SPECIES_SIZZLIPEDE	Derived	TRUE
SPECIES_CENTISKORCH_MEGA	Centiskorch	7	mega/primal form of SPECIES_CENTISKORCH (stone not resolved)	Inferred	TRUE
SPECIES_CLOBBOPUS	Clobbopus	1	wild	Asserted	TRUE
SPECIES_GRAPPLOCT	Grapploct	1	wild	Asserted	TRUE
SPECIES_SINISTEA_PHONY	Sinistea	UNK	no path found	UNK	FALSE
SPECIES_SINISTEA_ANTIQUE	Sinistea	UNK	no path found	UNK	FALSE
SPECIES_POLTEAGEIST_PHONY	Polteageist	UNK	no path found	UNK	FALSE
SPECIES_POLTEAGEIST_ANTIQUE	Polteageist	UNK	no path found	UNK	FALSE
SPECIES_HATENNA	Hatenna	1	starter:game_start	Measured	TRUE
SPECIES_HATTREM	Hattrem	4	evolution:EVO_LEVEL@28:from SPECIES_HATENNA	Derived	TRUE
SPECIES_HATTERENE	Hatterene	7	evolution:EVO_LEVEL@42:from SPECIES_HATTREM	Derived	TRUE
SPECIES_HATTERENE_GMAX	Hatterene	UNK	no path found	UNK	FALSE
SPECIES_IMPIDIMP	Impidimp	1	starter:game_start	Measured	TRUE
SPECIES_MORGREM	Morgrem	4	evolution:EVO_LEVEL@27:from SPECIES_IMPIDIMP	Derived	TRUE
SPECIES_GRIMMSNARL	Grimmsnarl	7	evolution:EVO_LEVEL@36:from SPECIES_MORGREM	Derived	TRUE
SPECIES_GRIMMSNARL_MEGA	Grimmsnarl	7	mega/primal form of SPECIES_GRIMMSNARL (stone not resolved)	Inferred	TRUE
SPECIES_MILCERY	Milcery	12	wild	Asserted	TRUE
SPECIES_ALCREMIE_STRAWBERRY_VANILLA_CREAM	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_RUBY_CREAM	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_MATCHA_CREAM	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_MINT_CREAM	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_LEMON_CREAM	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_SALTED_CREAM	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_RUBY_SWIRL	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_CARAMEL_SWIRL	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_STRAWBERRY_RAINBOW_SWIRL	Alcremie	12	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_ALCREMIE_BERRY_VANILLA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_RUBY_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_MATCHA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_MINT_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_LEMON_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_SALTED_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_RUBY_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_CARAMEL_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_BERRY_RAINBOW_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_VANILLA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_RUBY_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_MATCHA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_MINT_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_LEMON_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_SALTED_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_RUBY_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_CARAMEL_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_LOVE_RAINBOW_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_VANILLA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_RUBY_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_MATCHA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_MINT_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_LEMON_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_SALTED_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_RUBY_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_CARAMEL_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_STAR_RAINBOW_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_VANILLA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_RUBY_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_MATCHA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_MINT_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_LEMON_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_SALTED_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_RUBY_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_CARAMEL_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_CLOVER_RAINBOW_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_VANILLA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_RUBY_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_MATCHA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_MINT_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_LEMON_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_SALTED_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_RUBY_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_CARAMEL_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_FLOWER_RAINBOW_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_VANILLA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_RUBY_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_MATCHA_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_MINT_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_LEMON_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_SALTED_CREAM	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_RUBY_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_CARAMEL_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_RIBBON_RAINBOW_SWIRL	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_ALCREMIE_GMAX	Alcremie	UNK	no path found	UNK	FALSE
SPECIES_FALINKS	Falinks	7	wild	Asserted	TRUE
SPECIES_PINCURCHIN	Pincurchin	4	wild	Asserted	TRUE
SPECIES_SNOM	Snom	6	wild	Asserted	TRUE
SPECIES_FROSMOTH	Frosmoth	6	evolution:EVO_FRIENDSHIP_NIGHT:0:from SPECIES_SNOM	Inferred	TRUE
SPECIES_STONJOURNER	Stonjourner	11	wild	Asserted	TRUE
SPECIES_EISCUE_ICE	Eiscue	UNK	no path found	UNK	FALSE
SPECIES_EISCUE_NOICE	Eiscue	UNK	no path found	UNK	FALSE
SPECIES_INDEEDEE_M	Indeedee	11	wild	Derived	TRUE
SPECIES_INDEEDEE_F	Indeedee	11	wild	Derived	TRUE
SPECIES_MORPEKO_FULL_BELLY	Morpeko	UNK	no path found	UNK	FALSE
SPECIES_MORPEKO_HANGRY	Morpeko	UNK	no path found	UNK	FALSE
SPECIES_CUFANT	Cufant	11	wild	Asserted	TRUE
SPECIES_COPPERAJAH	Copperajah	11	evolution:EVO_LEVEL@34:from SPECIES_CUFANT	Derived	TRUE
SPECIES_COPPERAJAH_MEGA	Copperajah	11	mega/primal form of SPECIES_COPPERAJAH (stone not resolved)	Inferred	TRUE
SPECIES_DRACOZOLT	Dracozolt	19	wild	Asserted	TRUE
SPECIES_ARCTOZOLT	Arctozolt	19	wild	Asserted	TRUE
SPECIES_DRACOVISH	Dracovish	19	wild	Asserted	TRUE
SPECIES_ARCTOVISH	Arctovish	19	wild	Asserted	TRUE
SPECIES_DURALUDON	Duraludon	6	wild	Asserted	TRUE
SPECIES_DURALUDON_GMAX	Duraludon	UNK	no path found	UNK	FALSE
SPECIES_ARCHALUDON	Archaludon	9	evolution:EVO_LEVEL@50:from SPECIES_DURALUDON	Derived	TRUE
SPECIES_DREEPY	Dreepy	7	wild	Asserted	TRUE
SPECIES_DRAKLOAK	Drakloak	7	wild	Asserted	TRUE
SPECIES_DRAGAPULT	Dragapult	11	evolution:EVO_LEVEL@60:from SPECIES_DRAKLOAK	Derived	TRUE
SPECIES_ZACIAN_HERO	Zacian	UNK	no path found	UNK	FALSE
SPECIES_ZACIAN_CROWNED	Zacian	UNK	no path found	UNK	FALSE
SPECIES_ZAMAZENTA_HERO	Zamazenta	UNK	no path found	UNK	FALSE
SPECIES_ZAMAZENTA_CROWNED	Zamazenta	UNK	no path found	UNK	FALSE
SPECIES_ETERNATUS	Eternatus	UNK	no path found	UNK	FALSE
SPECIES_ETERNATUS_ETERNAMAX	Eternatus	UNK	no path found	UNK	FALSE
SPECIES_KUBFU	Kubfu	UNK	no path found	UNK	FALSE
SPECIES_URSHIFU_SINGLE_STRIKE	Urshifu	UNK	no path found	UNK	FALSE
SPECIES_URSHIFU_SINGLE_STRIKE_GMAX	Urshifu	UNK	no path found	UNK	FALSE
SPECIES_URSHIFU_RAPID_STRIKE	Urshifu	UNK	no path found	UNK	FALSE
SPECIES_URSHIFU_RAPID_STRIKE_GMAX	Urshifu	UNK	no path found	UNK	FALSE
SPECIES_ZARUDE	Zarude	UNK	no path found	UNK	FALSE
SPECIES_ZARUDE_DADA	Zarude	UNK	no path found	UNK	FALSE
SPECIES_REGIELEKI	Regieleki	UNK	no path found	UNK	FALSE
SPECIES_REGIDRAGO	Regidrago	UNK	no path found	UNK	FALSE
SPECIES_GLASTRIER	Glastrier	19	wild	Asserted	TRUE
SPECIES_SPECTRIER	Spectrier	19	wild	Asserted	TRUE
SPECIES_CALYREX	Calyrex	UNK	no path found	UNK	FALSE
SPECIES_CALYREX_ICE	Calyrex	UNK	no path found	UNK	FALSE
SPECIES_CALYREX_SHADOW	Calyrex	UNK	no path found	UNK	FALSE
SPECIES_ENAMORUS_INCARNATE	Enamorus	UNK	no path found	UNK	FALSE
SPECIES_ENAMORUS_THERIAN	Enamorus	UNK	no path found	UNK	FALSE
SPECIES_SPRIGATITO	Sprigatito	1	starter:game_start	Measured	TRUE
SPECIES_FLORAGATO	Floragato	2	evolution:EVO_LEVEL@16:from SPECIES_SPRIGATITO	Derived	TRUE
SPECIES_MEOWSCARADA	Meowscarada	7	evolution:EVO_LEVEL@36:from SPECIES_FLORAGATO	Derived	TRUE
SPECIES_FUECOCO	Fuecoco	1	starter:game_start	Measured	TRUE
SPECIES_CROCALOR	Crocalor	2	evolution:EVO_LEVEL@16:from SPECIES_FUECOCO	Derived	TRUE
SPECIES_SKELEDIRGE	Skeledirge	7	evolution:EVO_LEVEL@36:from SPECIES_CROCALOR	Derived	TRUE
SPECIES_QUAXLY	Quaxly	1	starter:game_start	Measured	TRUE
SPECIES_QUAXWELL	Quaxwell	2	evolution:EVO_LEVEL@16:from SPECIES_QUAXLY	Derived	TRUE
SPECIES_QUAQUAVAL	Quaquaval	7	evolution:EVO_LEVEL@36:from SPECIES_QUAXWELL	Derived	TRUE
SPECIES_LECHONK	Lechonk	1	wild	Asserted	TRUE
SPECIES_OINKOLOGNE_M	Oinkologne	2	evolution:EVO_LEVEL_MALE@16:from SPECIES_LECHONK	Derived	TRUE
SPECIES_OINKOLOGNE_F	Oinkologne	2	evolution:EVO_LEVEL_FEMALE@16:from SPECIES_LECHONK	Derived	TRUE
SPECIES_TAROUNTULA	Tarountula	1	wild	Asserted	TRUE
SPECIES_SPIDOPS	Spidops	1	evolution:EVO_LEVEL@15:from SPECIES_TAROUNTULA	Derived	TRUE
SPECIES_NYMBLE	Nymble	7	wild	Asserted	TRUE
SPECIES_LOKIX	Lokix	7	evolution:EVO_LEVEL@23:from SPECIES_NYMBLE	Derived	TRUE
SPECIES_PAWMI	Pawmi	4	wild	Asserted	TRUE
SPECIES_PAWMO	Pawmo	4	evolution:EVO_LEVEL@16:from SPECIES_PAWMI	Derived	TRUE
SPECIES_PAWMOT	Pawmot	5	evolution:EVO_LEVEL@32:from SPECIES_PAWMO	Derived	TRUE
SPECIES_TANDEMAUS	Tandemaus	13	wild	Asserted	TRUE
SPECIES_MAUSHOLD_THREE	Maushold	13	evolution:EVO_LEVEL_FAMILY_OF_THREE@25:from SPECIES_TANDEMAUS	Derived	TRUE
SPECIES_MAUSHOLD_FOUR	Maushold	13	evolution:EVO_LEVEL_FAMILY_OF_FOUR@25:from SPECIES_TANDEMAUS	Derived	TRUE
SPECIES_FIDOUGH	Fidough	15	wild	Asserted	TRUE
SPECIES_DACHSBUN	Dachsbun	15	evolution:EVO_LEVEL@26:from SPECIES_FIDOUGH	Derived	TRUE
SPECIES_SMOLIV	Smoliv	1	starter:game_start	Measured	TRUE
SPECIES_DOLLIV	Dolliv	3	evolution:EVO_LEVEL@23:from SPECIES_SMOLIV	Derived	TRUE
SPECIES_ARBOLIVA	Arboliva	7	evolution:EVO_LEVEL@35:from SPECIES_DOLLIV	Derived	TRUE
SPECIES_SQUAWKABILLY_GREEN	Squawkabilly	UNK	no path found	UNK	FALSE
SPECIES_SQUAWKABILLY_BLUE	Squawkabilly	UNK	no path found	UNK	FALSE
SPECIES_SQUAWKABILLY_YELLOW	Squawkabilly	UNK	no path found	UNK	FALSE
SPECIES_SQUAWKABILLY_WHITE	Squawkabilly	UNK	no path found	UNK	FALSE
SPECIES_NACLI	Nacli	1	starter:game_start	Measured	TRUE
SPECIES_NACLSTACK	Naclstack	3	evolution:EVO_LEVEL@23:from SPECIES_NACLI	Derived	TRUE
SPECIES_GARGANACL	Garganacl	7	evolution:EVO_LEVEL@38:from SPECIES_NACLSTACK	Derived	TRUE
SPECIES_CHARCADET	Charcadet	UNK	no path found	UNK	FALSE
SPECIES_ARMAROUGE	Armarouge	UNK	no path found	UNK	FALSE
SPECIES_CERULEDGE	Ceruledge	UNK	no path found	UNK	FALSE
SPECIES_TADBULB	Tadbulb	6	wild	Asserted	TRUE
SPECIES_BELLIBOLT	Bellibolt	6	evolution:EVO_ITEM:ITEM_THUNDER_STONE	Derived	TRUE
SPECIES_WATTREL	Wattrel	1	wild	Asserted	TRUE
SPECIES_KILOWATTREL	Kilowattrel	3	evolution:EVO_LEVEL@25:from SPECIES_WATTREL	Derived	TRUE
SPECIES_MASCHIFF	Maschiff	12	wild	Asserted	TRUE
SPECIES_MABOSSTIFF	Mabosstiff	12	evolution:EVO_LEVEL@23:from SPECIES_MASCHIFF	Derived	TRUE
SPECIES_SHROODLE	Shroodle	13	wild	Asserted	TRUE
SPECIES_GRAFAIAI	Grafaiai	4	wild	Asserted	TRUE
SPECIES_BRAMBLIN	Bramblin	13	wild	Asserted	TRUE
SPECIES_BRAMBLEGHAST	Brambleghast	13	evolution:EVO_LEVEL@27:from SPECIES_BRAMBLIN	Derived	TRUE
SPECIES_TOEDSCOOL	Toedscool	1	wild	Asserted	TRUE
SPECIES_TOEDSCRUEL	Toedscruel	4	evolution:EVO_LEVEL@28:from SPECIES_TOEDSCOOL	Derived	TRUE
SPECIES_KLAWF	Klawf	6	wild	Asserted	TRUE
SPECIES_CAPSAKID	Capsakid	11	wild	Derived	TRUE
SPECIES_SCOVILLAIN	Scovillain	11	evolution:EVO_ITEM:ITEM_FIRE_STONE	Derived	TRUE
SPECIES_RELLOR	Rellor	12	wild	Asserted	TRUE
SPECIES_RABSCA	Rabsca	12	evolution:EVO_LEVEL@16:from SPECIES_RELLOR	Derived	TRUE
SPECIES_FLITTLE	Flittle	13	wild	Asserted	TRUE
SPECIES_ESPATHRA	Espathra	13	evolution:EVO_LEVEL@34:from SPECIES_FLITTLE	Derived	TRUE
SPECIES_TINKATINK	Tinkatink	1	starter:game_start	Measured	TRUE
SPECIES_TINKATUFF	Tinkatuff	3	evolution:EVO_LEVEL@23:from SPECIES_TINKATINK	Derived	TRUE
SPECIES_TINKATON	Tinkaton	7	evolution:EVO_LEVEL@36:from SPECIES_TINKATUFF	Derived	TRUE
SPECIES_WIGLETT	Wiglett	4	wild	Asserted	TRUE
SPECIES_WUGTRIO	Wugtrio	4	wild	Asserted	TRUE
SPECIES_BOMBIRDIER	Bombirdier	7	wild	Asserted	TRUE
SPECIES_FINIZEN	Finizen	6	wild	Asserted	TRUE
SPECIES_PALAFIN_ZERO	Palafin	7	evolution:EVO_LEVEL@38:from SPECIES_FINIZEN	Derived	TRUE
SPECIES_PALAFIN_HERO	Palafin	UNK	no path found	UNK	FALSE
SPECIES_VAROOM	Varoom	7	wild	Asserted	TRUE
SPECIES_REVAVROOM	Revavroom	7	evolution:EVO_LEVEL@34:from SPECIES_VAROOM	Derived	TRUE
SPECIES_CYCLIZAR	Cyclizar	7	wild	Asserted	TRUE
SPECIES_ORTHWORM	Orthworm	6	wild	Asserted	TRUE
SPECIES_GLIMMET	Glimmet	12	wild	Asserted	TRUE
SPECIES_GLIMMORA	Glimmora	12	evolution:EVO_LEVEL@35:from SPECIES_GLIMMET	Derived	TRUE
SPECIES_GREAVARD	Greavard	6	wild	Asserted	TRUE
SPECIES_HOUNDSTONE	Houndstone	6	evolution:EVO_LEVEL_NIGHT@30:from SPECIES_GREAVARD	Derived	TRUE
SPECIES_FLAMIGO	Flamigo	7	wild	Asserted	TRUE
SPECIES_CETODDLE	Cetoddle	7	wild	Asserted	TRUE
SPECIES_CETITAN	Cetitan	3	wild	Asserted	TRUE
SPECIES_VELUZA	Veluza	7	wild	Asserted	TRUE
SPECIES_DONDOZO	Dondozo	4	wild	Asserted	TRUE
SPECIES_TATSUGIRI_CURLY	Tatsugiri	UNK	no path found	UNK	FALSE
SPECIES_TATSUGIRI_DROOPY	Tatsugiri	UNK	no path found	UNK	FALSE
SPECIES_TATSUGIRI_STRETCHY	Tatsugiri	UNK	no path found	UNK	FALSE
SPECIES_GREAT_TUSK	Great Tusk	15	wild	Asserted	TRUE
SPECIES_SCREAM_TAIL	Scream Tail	15	wild	Asserted	TRUE
SPECIES_BRUTE_BONNET	Brute Bonnet	15	wild	Asserted	TRUE
SPECIES_FLUTTER_MANE	Flutter Mane	15	wild	Asserted	TRUE
SPECIES_SLITHER_WING	Slither Wing	15	wild	Asserted	TRUE
SPECIES_SANDY_SHOCKS	Sandy Shocks	15	wild	Asserted	TRUE
SPECIES_IRON_TREADS	Iron Treads	15	wild	Asserted	TRUE
SPECIES_IRON_BUNDLE	Iron Bundle	15	wild	Asserted	TRUE
SPECIES_IRON_HANDS	Iron Hands	15	wild	Asserted	TRUE
SPECIES_IRON_JUGULIS	Iron Jugulis	15	wild	Asserted	TRUE
SPECIES_IRON_MOTH	Iron Moth	15	wild	Asserted	TRUE
SPECIES_IRON_THORNS	Iron Thorns	15	wild	Asserted	TRUE
SPECIES_FRIGIBAX	Frigibax	1	wild	Asserted	TRUE
SPECIES_ARCTIBAX	Arctibax	7	wild	Asserted	TRUE
SPECIES_BAXCALIBUR	Baxcalibur	9	evolution:EVO_LEVEL@54:from SPECIES_ARCTIBAX	Derived	TRUE
SPECIES_GIMMIGHOUL_CHEST	Gimmighoul	UNK	no path found	UNK	FALSE
SPECIES_GIMMIGHOUL_ROAMING	Gimmighoul	13	wild	Asserted	TRUE
SPECIES_GHOLDENGO	Gholdengo	13	evolution:EVO_LEVEL@45:from SPECIES_GIMMIGHOUL_ROAMING	Derived	TRUE
SPECIES_WO_CHIEN	Wo-Chien	16	wild	Asserted	TRUE
SPECIES_CHIEN_PAO	Chien-Pao	16	wild	Asserted	TRUE
SPECIES_TING_LU	Ting-Lu	13	wild	Asserted	TRUE
SPECIES_CHI_YU	Chi-Yu	16	wild	Asserted	TRUE
SPECIES_ROARING_MOON	Roaring Moon	15	wild	Asserted	TRUE
SPECIES_IRON_VALIANT	Iron Valiant	15	wild	Asserted	TRUE
SPECIES_KORAIDON	Koraidon	UNK	no path found	UNK	FALSE
SPECIES_MIRAIDON	Miraidon	UNK	no path found	UNK	FALSE
SPECIES_WALKING_WAKE	Walking Wake	15	wild	Asserted	TRUE
SPECIES_IRON_LEAVES	Iron Leaves	15	wild	Asserted	TRUE
