species_const	species_name	checkpoint	roster_cp	roster_borrowed	level	floor_score	floor_moves	ceiling_score	ceiling_track	ceiling_ability	ceiling_nature	ceiling_item	ceiling_moves	ceiling_item_reliable	investment_delta	item_dependence	unreliable_best_item	ceiling_verdict_score	ceiling_win_rate	ceiling_chipped_win_rate	ceiling_outspeeds_rate	ceiling_mean_margin	cells	candidates_tested	beats_sample	loses_to_sample	confidence
SPECIES_AGGRON_MEGA	Aggron-Mega	1	1	FALSE	15	0.6603	Rock Tomb,Metal Claw,Headbutt,Mud-Slap	0.9364	physical	ABILITY_FILTER	Adamant	ITEM_WEAKNESS_POLICY	Iron Tail,Focus Punch,Supercell Slam,Iron Head	TRUE	0.2761	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.5	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_MINUN	Minun	1	1	FALSE	15	0.0953	Switcheroo,Encore,Spark,Helping Hand	0.9364	physical	ABILITY_MINUS	Adamant	ITEM_FAIRY_FEATHER	Wild Charge,Iron Tail,Play Rough,Thunder Punch	TRUE	0.8411	0.0	NA	0.9237	0.7692	0.7692	1.0	74.923	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_WAILORD	Wailord	1	1	FALSE	15	0.6179	Whirlpool,Rollout,Water Gun,Growl	0.9364	special	ABILITY_WATER_VEIL	Modest	ITEM_WEAKNESS_POLICY	Hydro Pump,Focus Blast,Blizzard,Surf	TRUE	0.3185	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_CAMERUPT_MEGA	Camerupt-Mega	1	1	FALSE	15	0.512	Flame Burst,Magnitude,Ember,Focus Energy	0.9364	special	ABILITY_SHEER_FORCE	Modest	ITEM_WEAKNESS_POLICY	Eruption,Earth Power,Solar Beam,Overheat	TRUE	0.4244	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_TORKOAL	Torkoal	1	1	FALSE	15	0.1412	Fire Spin,Rapid Spin,Withdraw,Smog	0.9364	special	ABILITY_WHITE_SMOKE	Modest	ITEM_WEAKNESS_POLICY	Eruption,Solar Beam,Sludge Bomb,Overheat	TRUE	0.7952	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_VIBRAVA	Vibrava	1	1	FALSE	15	0.565	Rock Slide,Sand Tomb,Bulldoze,Mud-Slap	0.9364	support	ABILITY_LEVITATE	Calm	ITEM_BERRY_JUICE	Draco Meteor,Defog,Roost,Sunny Day	TRUE	0.3714	0.0	NA	0.9237	0.7692	0.7692	0.8077	53.808	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_ALTARIA_MEGA	Altaria-Mega	1	1	FALSE	15	0.7592	Icy Wind,Mist,Disarming Voice,Safeguard	0.9364	special	ABILITY_PIXILATE	Modest	ITEM_WEAKNESS_POLICY	Draco Meteor,Moonblast,Solar Beam,Draco Barrage	TRUE	0.1772	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_MILOTIC	Milotic	1	1	FALSE	15	0.4202	Twister,Disarming Voice,Refresh,Water Sport	0.9364	special	ABILITY_MARVEL_SCALE	Modest	ITEM_WEAKNESS_POLICY	Hydro Pump,Blizzard,Dragon Pulse,Surf	TRUE	0.5162	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_DUSCLOPS	Dusclops	1	1	FALSE	15	0.3008	Foresight,Astonish,Disable,Amnesia	0.9364	physical	ABILITY_PRESSURE	Adamant	ITEM_WEAKNESS_POLICY	Poltergeist,Focus Punch,Earthquake,Shadow Punch	TRUE	0.6356	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.346	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_DUSKNOIR	Dusknoir	1	1	FALSE	15	0.4951	Foresight,Astonish,Disable,Amnesia	0.9364	physical	ABILITY_PRESSURE	Adamant	ITEM_WEAKNESS_POLICY	Poltergeist,Focus Punch,Earthquake,Shadow Punch	TRUE	0.4413	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.5	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_METAGROSS_MEGA	Metagross-Mega	1	1	FALSE	15	0.7415	Hammer Arm,Confusion,Metal Claw,Magnet Rise	0.9364	physical	ABILITY_TOUGH_CLAWS	Adamant	ITEM_WEAKNESS_POLICY	Psychic Fangs,Iron Head,Explosion,Zen Headbutt	TRUE	0.1949	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_SHINX	Shinx	1	1	FALSE	15	0.0706	Baby-Doll Eyes,Spark,Bite,Charge	0.9364	physical	ABILITY_RIVALRY	Adamant	ITEM_FAIRY_FEATHER	Wild Charge,Iron Tail,Play Rough,Spark	TRUE	0.8658	0.0	NA	0.9237	0.7692	0.7692	0.8077	74.731	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_LUXIO	Luxio	1	1	FALSE	15	0.166	Spark,Charge,Bite,Leer	0.9364	physical	ABILITY_RIVALRY	Adamant	ITEM_FAIRY_FEATHER	Wild Charge,Iron Tail,Play Rough,Spark	TRUE	0.7704	0.0	NA	0.9237	0.7692	0.7692	1.0	74.923	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_BASTIODON	Bastiodon	1	1	FALSE	15	0.3355	Take Down,Metal Sound,Taunt,Earthquake	0.9364	special	ABILITY_DAUNTLESS_SHIELD	Modest	ITEM_WEAKNESS_POLICY	Steel Beam,Meteor Beam,Blizzard,Flash Cannon	TRUE	0.6009	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_VESPIQUEN	Vespiquen	1	1	FALSE	15	0.2472	Fury Swipes,Pursuit,Fury Cutter,Slash	0.9364	special	ABILITY_QUEENLY_MAJESTY	Modest	ITEM_WEAKNESS_POLICY	Hurricane,Bug Buzz,Sludge Bomb,Air Slash	TRUE	0.6892	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.308	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_BRONZONG	Bronzong	1	1	FALSE	15	0.0	Psywave,Confuse Ray,Imprison,Hypnosis	0.9364	special	ABILITY_LEVITATE	Modest	ITEM_WEAKNESS_POLICY	Steel Beam,Future Sight,Solar Beam,Psychic	TRUE	0.9364	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_GARCHOMP	Garchomp	1	1	FALSE	15	1.0	Take Down,Sandstorm,Dragon Rage,Crunch	0.9364	physical	ABILITY_SAND_VEIL	Adamant	ITEM_WEAKNESS_POLICY	Earthquake,Dragon Claw,Iron Tail,Dig	TRUE	-0.0636	0.0	NA	0.9237	0.7692	0.7692	1.0	75.692	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_GARCHOMP_MEGA	Garchomp-Mega	1	1	FALSE	15	1.0	Take Down,Sandstorm,Dragon Rage,Crunch	0.9364	physical	ABILITY_SAND_FORCE	Adamant	ITEM_WEAKNESS_POLICY	Earthquake,Dragon Claw,Iron Tail,Dig	TRUE	-0.0636	0.0	NA	0.9237	0.7692	0.7692	1.0	75.692	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_HIPPOWDON	Hippowdon	1	1	FALSE	15	0.8475	Yawn,Bite,Ice Fang,Fire Fang	0.9364	physical	ABILITY_SAND_STREAM	Adamant	ITEM_WEAKNESS_POLICY	Earthquake,Superpower,Iron Tail,High Horsepower	TRUE	0.0889	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.308	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_FINNEON	Finneon	1	1	FALSE	15	0.6532	Rain Dance,Attract,Aurora Beam,Water Gun	0.9364	mixed	ABILITY_SWIFT_SWIM	Serious	ITEM_FAIRY_FEATHER	Hydro Pump,Aqua Tail,Blizzard,Alluring Voice	TRUE	0.2832	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_ABOMASNOW_MEGA	Abomasnow-Mega	1	1	FALSE	15	0.8121	Sleep Powder,Aurora Beam,Ice Punch,Ice Shard	0.9364	special	ABILITY_SLUSH_RUSH	Modest	ITEM_WEAKNESS_POLICY	Solar Beam,Blizzard,Focus Blast,Ice Beam	TRUE	0.1243	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_PHIONE	Phione	1	1	FALSE	15	0.4944	Charm,Bubble,Water Sport	0.9364	mixed	ABILITY_HYDRATION	Naive	ITEM_FAIRY_FEATHER	Hydro Pump,Liquidation,Blizzard,Moonblast	TRUE	0.442	0.0	NA	0.9237	0.7692	0.7692	0.8462	75.885	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_MANAPHY	Manaphy	1	1	FALSE	15	0.6179	Charm,Tail Glow,Bubble,Water Sport	0.9364	special	ABILITY_HYDRATION	Modest	ITEM_FAIRY_FEATHER	Hydro Pump,Blizzard,Moonblast,Surf	TRUE	0.3185	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_LILLIPUP	Lillipup	1	1	FALSE	15	0.2154	Take Down,Helping Hand,Baby-Doll Eyes,Bite	0.9364	physical	ABILITY_VITAL_SPIRIT	Adamant	ITEM_FAIRY_FEATHER	Take Down,Wild Charge,Play Rough,Tackle	TRUE	0.721	0.0	NA	0.9237	0.7692	0.7692	0.8077	74.192	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_HERDIER	Herdier	1	1	FALSE	15	0.3708	Take Down,Helping Hand,Bite,Odor Sleuth	0.9364	physical	ABILITY_INTIMIDATE	Adamant	ITEM_FAIRY_FEATHER	Take Down,Wild Charge,Play Rough,Strength	TRUE	0.5656	0.0	NA	0.9237	0.7692	0.7692	1.0	74.731	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_PANSAGE	Pansage	1	1	FALSE	15	0.4308	Fury Swipes,Mega Drain,Lick,Leer	0.9364	special	ABILITY_GLUTTONY	Modest	ITEM_FAIRY_FEATHER	Solar Beam,Flash,Disarming Voice,Energy Ball	TRUE	0.5056	0.0	NA	0.9237	0.7692	0.7692	1.0	75.692	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_MUSHARNA	Musharna	1	1	FALSE	15	0.7768	Psychic Terrain,Defense Curl,Lucky Chant,Psybeam	0.9364	special	ABILITY_SYNCHRONIZE	Modest	ITEM_FAIRY_FEATHER	Future Sight,Misty Explosion,Energy Ball,Psychic	TRUE	0.1596	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_AUDINO_MEGA	Audino-Mega	1	1	FALSE	15	0.7203	Disarming Voice,Refresh,Baby-Doll Eyes,Last Resort	0.9364	special	ABILITY_REGENERATOR	Modest	ITEM_FAIRY_FEATHER	Moonblast,Hyper Voice,Solar Beam,Dazzling Gleam	TRUE	0.2161	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.5	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_THROH	Throh	1	1	FALSE	15	0.8411	Revenge,Vital Throw,Seismic Toss,Mat Block	0.9364	physical	ABILITY_GUTS	Adamant	ITEM_WEAKNESS_POLICY	Focus Punch,Earthquake,Stone Edge,Superpower	TRUE	0.0953	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.308	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_WHIMSICOTT	Whimsicott	1	1	FALSE	15	0.6709	Gust,Growth,Leech Seed,Mega Drain	0.9364	special	ABILITY_PRANKSTER	Modest	ITEM_FAIRY_FEATHER	Solar Beam,Moonblast,Hurricane,Energy Ball	TRUE	0.2655	0.0	NA	0.9237	0.7692	0.7692	1.0	75.692	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_BASCULEGION_M	Basculegion-M	1	1	FALSE	15	0.7775	Take Down,Chip Away,Aqua Jet,Bite	0.9364	physical	ABILITY_SWIFT_SWIM	Adamant	ITEM_LIFE_ORB	Poltergeist,Liquidation,Superpower,Phantom Force	FALSE	0.1589	0.0	NA	0.9237	0.7692	0.7692	1.0	3.615	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_BASCULEGION_F	Basculegion-F	1	1	FALSE	15	0.7775	Take Down,Chip Away,Aqua Jet,Bite	0.9364	mixed	ABILITY_SWIFT_SWIM	Hasty	ITEM_MYSTIC_WATER	Hydro Pump,Poltergeist,Liquidation,Shadow Ball	TRUE	0.1589	0.0	NA	0.9237	0.7692	0.7692	0.8462	3.615	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_SCRAFTY	Scrafty	1	1	FALSE	15	0.6709	Swagger,Feint Attack,Leer,Low Sweep	0.9364	physical	ABILITY_SHED_SKIN	Adamant	ITEM_WEAKNESS_POLICY	Focus Punch,Foul Play,Iron Tail,Close Combat	TRUE	0.2655	0.0	NA	0.9237	0.7692	0.7692	0.8462	75.308	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_GARBODOR_MEGA	Garbodor-Mega	1	1	FALSE	15	0.1836	Double Slap,Acid Spray,Toxic Spikes,Recycle	0.9364	physical	ABILITY_PARASITIC_WASTE	Adamant	ITEM_WEAKNESS_POLICY	Gunk Shot,Explosion,Superpower,Poison Jab	TRUE	0.7528	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_ESCAVALIER	Escavalier	1	1	FALSE	15	0.512	Twineedle,Pounce,Quick Guard,Endure	0.9364	physical	ABILITY_SWARM	Adamant	ITEM_WEAKNESS_POLICY	Megahorn,Iron Head,Double-Edge,X-Scissor	TRUE	0.4244	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.5	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_JELLICENT	Jellicent	1	1	FALSE	15	0.9823	Bubble Beam,Night Shade,Absorb,Water Spout	0.9364	special	ABILITY_WATER_ABSORB	Modest	ITEM_WEAKNESS_POLICY	Water Spout,Shadow Ball,Wring Out,Hydro Pump	TRUE	-0.0459	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_STUNFISK	Stunfisk	1	1	FALSE	15	0.6179	Mud Shot,Thunder Shock,Bide,Flail	0.9364	special	ABILITY_STATIC	Modest	ITEM_WEAKNESS_POLICY	Thunder,Earth Power,Sludge Wave,Thunderbolt	TRUE	0.3185	0.0	NA	0.9237	0.7692	0.7692	0.8077	74.923	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_KINGAMBIT	Kingambit	1	1	FALSE	15	0.6744	Torment,Fury Cutter,Leer,Kowtow Cleave	0.9364	physical	ABILITY_DEFIANT	Adamant	ITEM_WEAKNESS_POLICY	Foul Play,Iron Head,Stone Edge,Kowtow Cleave	TRUE	0.262	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.5	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_BOUFFALANT	Bouffalant	1	1	FALSE	15	0.4767	Fury Attack,Rage,Pursuit,Focus Energy	0.9364	physical	ABILITY_RECKLESS	Adamant	ITEM_WEAKNESS_POLICY	Skull Bash,Head Smash,Close Combat,Rock Climb	TRUE	0.4597	0.0	NA	0.9237	0.7692	0.7692	1.0	75.692	26	4	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_AEGISLASH_SHIELD	Aegislash-Shield	1	1	FALSE	15	0.1949	Fury Cutter,Pursuit,Autotomize,Shadow Sneak	0.9364	special	ABILITY_STANCE_CHANGE	Modest	ITEM_WEAKNESS_POLICY	Shadow Ball,Flash Cannon,Air Slash,Iron Defense	TRUE	0.7415	0.0	NA	0.9237	0.7692	0.7692	1.0	75.5	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_CARBINK	Carbink	1	1	FALSE	15	0.0777	Smack Down,Sharpen,Rock Throw,Tackle	0.9364	special	ABILITY_CLEAR_BODY	Modest	ITEM_FAIRY_FEATHER	Meteor Beam,Misty Explosion,Psychic,Moonblast	TRUE	0.8587	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_GOOMY	Goomy	1	1	FALSE	15	0.1412	Bide,Protect,Absorb,Tackle	0.9364	support	ABILITY_SAP_SIPPER	Calm	ITEM_BERRY_JUICE	Draco Meteor,Rain Dance,Wish,Draco Barrage	TRUE	0.7952	0.0	NA	0.9237	0.7692	0.7692	0.8077	24.538	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_GOODRA	Goodra	1	1	FALSE	15	0.7415	Bide,Protect,Absorb,Aqua Tail	0.9364	special	ABILITY_SAP_SIPPER	Modest	ITEM_WEAKNESS_POLICY	Draco Meteor,Focus Blast,Blizzard,Draco Barrage	TRUE	0.1949	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_GOODRA_HISUI	Goodra-Hisui	1	1	FALSE	15	0.7062	Bide,Protect,Absorb,Flash Cannon	0.9364	special	ABILITY_SAP_SIPPER	Modest	ITEM_WEAKNESS_POLICY	Steel Beam,Draco Meteor,Hydro Pump,Draco Barrage	TRUE	0.2302	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_KLEFKI	Klefki	1	1	FALSE	15	0.2648	Spikes,Metal Sound,Astonish,Fairy Wind	0.9364	mixed	ABILITY_PRANKSTER	Naive	ITEM_FAIRY_FEATHER	Steel Beam,Play Rough,Dazzling Gleam,Cut	TRUE	0.6716	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.538	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_DIANCIE	Diancie	1	1	FALSE	15	0.4131	Reflect,Smack Down,Sharpen,Tackle	0.9364	special	ABILITY_CLEAR_BODY	Modest	ITEM_FAIRY_FEATHER	Meteor Beam,Misty Explosion,Psychic,Moonblast	TRUE	0.5233	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.692	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_DIANCIE_MEGA	Diancie-Mega	1	1	FALSE	15	0.5826	Reflect,Smack Down,Sharpen,Tackle	0.9364	mixed	ABILITY_MAGIC_BOUNCE	Serious	ITEM_FAIRY_FEATHER	Meteor Beam,Stone Edge,Misty Explosion,Play Rough	TRUE	0.3538	0.0	NA	0.9237	0.7692	0.7692	1.0	75.885	26	12	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_ROWLET	Rowlet	1	1	FALSE	15	0.3072	Razor Leaf,Astonish,Pluck,Growl	0.9364	support	ABILITY_OVERGROW	Careful	ITEM_BERRY_JUICE	Brave Bird,Light Screen,Defog,Roost	TRUE	0.6292	0.0	NA	0.9237	0.7692	0.7692	0.8077	25.115	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_DARTRIX	Dartrix	1	1	FALSE	15	0.3778	Razor Leaf,Astonish,Pluck,Growl	0.9364	support	ABILITY_OVERGROW	Careful	ITEM_BERRY_JUICE	Brave Bird,Light Screen,Defog,Roost	TRUE	0.5586	0.0	NA	0.9237	0.7692	0.7692	0.8077	43.769	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_TOXAPEX	Toxapex	1	1	FALSE	15	0.1412	Toxic Spikes,Bite,Peck,Baneful Bunker	0.9364	physical	ABILITY_MERCILESS	Adamant	ITEM_WEAKNESS_POLICY	Gunk Shot,Liquidation,Ice Spinner,Poison Jab	TRUE	0.7952	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.308	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_ARAQUANID	Araquanid	1	1	FALSE	15	0.2825	Bug Bite,Spider Web,Infestation,Wide Guard	0.9364	physical	ABILITY_WATER_BUBBLE	Adamant	ITEM_WEAKNESS_POLICY	Liquidation,Leech Life,Poison Jab,X-Scissor	TRUE	0.6539	0.0	NA	0.9237	0.7692	0.7692	0.8077	74.923	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_ARAQUANID_TOTEM	Araquanid-Totem	1	1	FALSE	15	0.2825	Bug Bite,Spider Web,Infestation,Wide Guard	0.9364	physical	ABILITY_WATER_BUBBLE	Adamant	ITEM_WEAKNESS_POLICY	Liquidation,Leech Life,Poison Jab,X-Scissor	TRUE	0.6539	0.0	NA	0.9237	0.7692	0.7692	0.8077	74.923	26	8	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
SPECIES_BOUNSWEET	Bounsweet	1	1	FALSE	15	0.1589	Razor Leaf,Rapid Spin,Play Nice,Splash	0.9364	mixed	ABILITY_LEAF_GUARD	Naive	ITEM_FAIRY_FEATHER	Solar Beam,Seed Bomb,Play Rough,Zen Headbutt	TRUE	0.7775	0.0	NA	0.9237	0.7692	0.7692	0.8077	75.308	26	16	Gligar@Leader Roxanne,Gligar@Leader Roxanne2,Gligar@Leader Roxanne3,Gligar@Leader Roxanne4,Gligar@Leader Roxanne5	NONE	Derived
