species_const	species_name	checkpoint	primary_role	hybrid_role	top3	ceiling_fit	floor_fit	replacement_fit	vorp	tier	investment_delta	S	T	Y	F	track	ability	nature	item	item_reliable	moves	bst	earliest_cp	availability_confidence	entry_reason	matrix_score	confidence	item_dependence	unreliable_best_item	cant_miss
SPECIES_ORICORIO_SENSU	Oricorio-Sensu	1	revenge_killer	tank	revenge_killer:0.8043;tank:0.7979;speed_control:0.2067	0.8043	0.7635	0.9284	-0.1241	F	0.0408	0.821	0.4	1.0	0.923	special	ABILITY_DANCER	Calm	ITEM_LIFE_ORB	FALSE	Hurricane,Alluring Voice,Icy Wind,Air Slash	476	7	Asserted	wild	0.7775	Derived	0.0	NA	FALSE
SPECIES_SERPERIOR	Serperior	1	revenge_killer	NA	revenge_killer:0.8018;tank:0.6767;screens_setter:0.6439	0.8018	0.6245	0.9284	-0.1266	F	0.1773	0.947	0.4	0.923	0.867	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Light Screen,Reflect,Defog	528	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_SERVINE	0.8475	Derived	0.0	NA	FALSE
SPECIES_MEOWSTIC_M	Meowstic-M	1	revenge_killer	NA	revenge_killer:0.8018;status_spreader:0.6892;screens_setter:0.6892	0.8018	0.7392	0.9284	-0.1266	F	0.0626	0.897	0.4	1.0	0.869	support	ABILITY_PRANKSTER	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Thunder Wave,Light Screen,Reflect	446	9	Derived	evolution:EVO_LEVEL_MALE@23:from SPECIES_ESPURR	0.8475	Derived	0.0	NA	FALSE
SPECIES_MEOWSTIC_F	Meowstic-F	1	revenge_killer	NA	revenge_killer:0.8018;status_spreader:0.6892;screens_setter:0.6892	0.8018	0.7392	0.9284	-0.1266	F	0.0626	0.897	0.4	1.0	0.869	support	ABILITY_COMPETITIVE	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Thunder Wave,Light Screen,Reflect	446	9	Derived	evolution:EVO_LEVEL_FEMALE@23:from SPECIES_ESPURR	0.8475	Derived	0.0	NA	FALSE
SPECIES_YANMA	Yanma	1	revenge_killer	NA	revenge_killer:0.7769;special_wall:0.5496;weather_terrain_setter:0.4701	0.7769	0.8975	0.9284	-0.1515	F	-0.1206	0.826	0.4	0.769	0.937	support	ABILITY_SPEED_BOOST	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Defog,Roost,Sunny Day	390	7	Asserted	wild	0.5727	Derived	0.0	NA	FALSE
SPECIES_UNFEZANT	Unfezant	1	revenge_killer	priority_abuser	revenge_killer:0.7702;priority_abuser:0.7636;wallbreaker_phys:0.7269	0.7702	0.656	0.9284	-0.1582	F	0.1142	0.918	1.0	1.0	0.476	physical	ABILITY_FRISK	Adamant	ITEM_METAL_COAT	TRUE	Brave Bird,Quick Attack,Steel Wing,Fly	503	15	Derived	evolution:EVO_LEVEL@28:from SPECIES_TRANQUILL	0.6532	Derived	0.0169	ITEM_CHOICE_BAND	FALSE
SPECIES_KINGLER_MEGA	Kingler-Mega	1	revenge_killer	tank	revenge_killer:0.7676;tank:0.7268	0.7676	0.7524	0.9284	-0.1608	F	0.0152	0.924	0.4	1.0	0.767	physical	ABILITY_TOUGH_CLAWS	Adamant	ITEM_LIFE_ORB	FALSE	Liquidation,Iron Head,Close Combat,Cut	570	1	Inferred	mega/primal form of SPECIES_KINGLER (stone not resolved)	0.7592	Derived	0.0	NA	FALSE
SPECIES_MAUSHOLD_THREE	Maushold-Three	1	revenge_killer	NA	revenge_killer:0.7534;mixed_attacker:0.6717;tank:0.628	0.7534	0.5901	0.9284	-0.175	F	0.1633	0.94	0.4	1.0	0.721	support	ABILITY_FRIEND_GUARD	Calm	ITEM_BERRY_JUICE	TRUE	Hyper Voice,Sunny Day,Rain Dance,Play Rough	470	13	Derived	evolution:EVO_LEVEL_FAMILY_OF_THREE@25:from SPECIES_TANDEMAUS	0.6886	Derived	0.0	NA	FALSE
SPECIES_MAUSHOLD_FOUR	Maushold-Four	1	revenge_killer	NA	revenge_killer:0.7534;mixed_attacker:0.6717;tank:0.628	0.7534	0.5901	0.9284	-0.175	F	0.1633	0.94	0.4	1.0	0.721	support	ABILITY_FRIEND_GUARD	Calm	ITEM_BERRY_JUICE	TRUE	Hyper Voice,Sunny Day,Rain Dance,Play Rough	470	13	Derived	evolution:EVO_LEVEL_FAMILY_OF_FOUR@25:from SPECIES_TANDEMAUS	0.6886	Derived	0.0	NA	FALSE
SPECIES_FEAROW	Fearow	1	revenge_killer	priority_abuser	revenge_killer:0.7512;priority_abuser:0.7095;wallbreaker_phys:0.6729	0.7512	0.549	0.9284	-0.1772	F	0.2022	0.952	1.0	1.0	0.408	physical	ABILITY_FRISK	Careful	ITEM_SHARP_BEAK	TRUE	Brave Bird,Quick Attack,Drill Run,Fly	467	6	Derived	evolution:EVO_LEVEL@20:from SPECIES_SPEAROW	0.6179	Derived	0.0141	ITEM_CHOICE_BAND	FALSE
SPECIES_VOLTORB_HISUI	Voltorb-Hisui	1	revenge_killer	NA	revenge_killer:0.7453;status_spreader:0.6405;screens_setter:0.6405	0.7453	0.4772	0.9284	-0.1831	F	0.2681	0.854	0.4	0.923	0.784	support	ABILITY_SOUNDPROOF	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Light Screen,Reflect,Thunder Wave	330	6	Asserted	wild	0.8475	Derived	0.0	NA	FALSE
SPECIES_PERSIAN_ALOLA	Persian-Alola	1	revenge_killer	NA	revenge_killer:0.725;weather_terrain_setter:0.3781	0.725	0.6334	0.9284	-0.2034	F	0.0916	0.952	0.4	1.0	0.643	support	ABILITY_FUR_COAT	Calm	ITEM_BERRY_JUICE	TRUE	Foul Play,Sunny Day,Rain Dance,Dark Pulse	420	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_MEOWTH_ALOLA	0.7239	Derived	0.0	NA	FALSE
SPECIES_OBSTAGOON	Obstagoon	1	revenge_killer	tank	revenge_killer:0.7232;tank:0.7032	0.7232	0.6987	0.9284	-0.2052	F	0.0245	0.826	0.4	1.0	0.717	physical	ABILITY_RECKLESS	Adamant	ITEM_BLACK_BELT	TRUE	Body Slam,Night Slash,Close Combat,Headbutt	520	7	Derived	evolution:EVO_LEVEL_NIGHT@35:from SPECIES_LINOONE_GALAR	0.7945	Derived	0.0061	ITEM_CHOICE_BAND	FALSE
SPECIES_IRON_BUNDLE	Iron Bundle	1	revenge_killer	NA	revenge_killer:0.7136;tank:0.6243	0.7136	0.7067	0.9284	-0.2148	F	0.0069	0.992	0.4	0.962	0.604	special	ABILITY_QUARK_DRIVE	Calm	ITEM_LIFE_ORB	FALSE	Blizzard,Hydro Pump,Ice Beam,Surf	570	15	Asserted	wild	0.7415	Derived	0.0	NA	FALSE
SPECIES_LIEPARD	Liepard	1	revenge_killer	wallbreaker_phys	revenge_killer:0.7125;wallbreaker_phys:0.6782;priority_abuser:0.6782	0.7125	0.4929	0.9284	-0.2159	F	0.2196	0.915	1.0	1.0	0.334	physical	ABILITY_MOXIE	Adamant	ITEM_LIFE_ORB	FALSE	Foul Play,Gunk Shot,Iron Tail,Sucker Punch	446	2	Derived	evolution:EVO_LEVEL@20:from SPECIES_PURRLOIN	0.7239	Derived	0.0	NA	FALSE
SPECIES_DUBWOOL	Dubwool	1	revenge_killer	tank	revenge_killer:0.6918;tank:0.6904	0.6918	0.5404	0.9284	-0.2366	F	0.1514	0.781	0.4	1.0	0.667	physical	ABILITY_FLUFFY	Adamant	ITEM_MAGNET	TRUE	Body Slam,Wild Charge,Zen Headbutt,Tackle	500	3	Derived	evolution:EVO_LEVEL@24:from SPECIES_WOOLOO	0.6886	Derived	0.0038	ITEM_CHOICE_BAND	FALSE
SPECIES_DRAPION	Drapion	1	revenge_killer	NA	revenge_killer:0.6876;tank:0.5871	0.6876	0.6503	0.9284	-0.2408	F	0.0373	0.826	0.4	1.0	0.628	physical	ABILITY_BATTLE_ARMOR	Careful	ITEM_CHOICE_BAND	FALSE	Poison Jab,Knock Off,Earthquake,Poison Fang	500	7	Derived	evolution:EVO_LEVEL@40:from SPECIES_SKORUPI	0.7415	Derived	0.0	NA	FALSE
SPECIES_CHIEN_PAO	Chien-Pao	1	revenge_killer	tank	revenge_killer:0.6848;tank:0.6372	0.6848	0.6776	0.9284	-0.2436	F	0.0072	0.989	0.4	1.0	0.519	physical	ABILITY_SWORD_OF_RUIN	Adamant	ITEM_LIFE_ORB	FALSE	Ice Spinner,Payback,Psychic Fangs,Ice Fang	570	16	Asserted	wild	0.7062	Derived	0.0	NA	FALSE
SPECIES_GRENINJA	Greninja	1	revenge_killer	NA	revenge_killer:0.6768;tank:0.6129	0.6768	0.7641	0.9284	-0.2516	F	-0.0873	0.976	0.4	1.0	0.507	mixed	ABILITY_TORRENT	Serious	ITEM_BLACK_GLASSES	TRUE	Hydro Pump,Dark Hole,Waterfall,Night Slash	530	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_FROGADIER	0.7945	Derived	0.0971	ITEM_LIFE_ORB	FALSE
SPECIES_DIGLETT_ALOLA	Diglett-Alola	1	revenge_killer	NA	revenge_killer:0.6728;weather_terrain_setter:0.4199;hazard_setter:0.3939	0.6728	0.5044	0.9284	-0.2556	F	0.1684	0.784	0.338	0.923	0.677	support	ABILITY_SAND_VEIL	Calm	ITEM_BERRY_JUICE	TRUE	Steel Beam,Stealth Rock,Sunny Day,Sandstorm	265	3	Asserted	wild	0.6003	Derived	0.0	NA	FALSE
SPECIES_DACHSBUN	Dachsbun	1	revenge_killer	tank	revenge_killer:0.6719;tank:0.6373	0.6719	0.6373	0.9284	-0.2565	F	0.0346	0.826	0.4	1.0	0.588	physical	ABILITY_WELL_BAKED_BODY	Adamant	ITEM_LIFE_ORB	FALSE	Play Rough,Body Slam,Psychic Fangs,Covet	477	15	Derived	evolution:EVO_LEVEL@26:from SPECIES_FIDOUGH	0.798	Derived	0.0	NA	FALSE
SPECIES_CYCLIZAR	Cyclizar	1	revenge_killer	NA	revenge_killer:0.6693;tank:0.5911	0.6693	0.5927	0.9284	-0.2591	F	0.0766	0.973	0.4	1.0	0.49	mixed	ABILITY_SHED_SKIN	Serious	ITEM_DRAGON_FANG	TRUE	Draco Meteor,Hyper Voice,Body Slam,Dragon Claw	501	7	Asserted	wild	0.7945	Derived	0.0564	ITEM_CHOICE_SPECS	FALSE
SPECIES_LINOONE_GALAR	Linoone-Galar	1	revenge_killer	NA	revenge_killer:0.6641;weather_terrain_setter:0.3881	0.6641	0.5183	0.9284	-0.2643	F	0.1458	0.854	0.4	0.808	0.624	support	ABILITY_PICKUP	Calm	ITEM_BERRY_JUICE	TRUE	Hyper Voice,Sunny Day,Rain Dance,Body Slam	420	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_ZIGZAGOON_GALAR	0.5473	Derived	0.0	NA	FALSE
SPECIES_COMFEY	Comfey	1	revenge_killer	NA	revenge_killer:0.6527;tank:0.6025	0.6527	0.6185	0.9284	-0.2757	F	0.0342	0.854	0.4	1.0	0.523	special	ABILITY_TRIAGE	Modest	ITEM_LIFE_ORB	FALSE	Dazzling Gleam,Solar Beam,Stored Power,Alluring Voice	485	9	Asserted	wild	0.8121	Derived	0.0	NA	FALSE
SPECIES_SHARPEDO_MEGA	Sharpedo-Mega	1	revenge_killer	tank	revenge_killer:0.6512;tank:0.6264	0.6512	0.7509	0.9284	-0.2772	F	-0.0997	0.901	0.4	1.0	0.49	physical	ABILITY_STRONG_JAW	Adamant	ITEM_LIFE_ORB	FALSE	Liquidation,Night Slash,Close Combat,Waterfall	560	4	Inferred	mega/primal form of SPECIES_SHARPEDO (stone not resolved)	0.7945	Derived	0.0	NA	FALSE
SPECIES_GROVYLE	Grovyle	1	revenge_killer	priority_abuser	revenge_killer:0.6498;priority_abuser:0.6228;wallbreaker_spec:0.5862	0.6498	0.6137	0.9284	-0.2786	F	0.0361	0.826	1.0	1.0	0.233	special	ABILITY_OVERGROW	Calm	ITEM_CHOICE_SPECS	FALSE	Solar Beam,Flash,Vacuum Wave,Energy Ball	405	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_TREECKO	0.6956	Derived	0.0	NA	FALSE
SPECIES_BARRASKEWDA	Barraskewda	1	revenge_killer	NA	revenge_killer:0.6257	0.6257	0.6912	0.9284	-0.3027	F	-0.0655	0.992	0.4	1.0	0.369	physical	ABILITY_SWIFT_SWIM	Adamant	ITEM_LIFE_ORB	FALSE	Liquidation,Close Combat,Psychic Fangs,Waterfall	490	3	Asserted	wild	0.7945	Derived	0.0	NA	FALSE
SPECIES_ORICORIO_BAILE	Oricorio-Baile	1	revenge_killer	tank	revenge_killer:0.616;tank:0.6034;speed_control:0.1836	0.616	0.5435	0.9284	-0.3124	F	0.0725	0.821	0.4	1.0	0.452	special	ABILITY_DANCER	Calm	ITEM_LIFE_ORB	FALSE	Hurricane,Alluring Voice,Icy Wind,Air Slash	476	7	Asserted	wild	0.6179	Derived	0.0	NA	FALSE
SPECIES_RABOOT	Raboot	1	revenge_killer	priority_abuser	revenge_killer:0.6134;priority_abuser:0.5835;wallbreaker_phys:0.5469	0.6134	0.5932	0.9284	-0.315	F	0.0202	0.825	1.0	1.0	0.143	physical	ABILITY_BLAZE	Adamant	ITEM_BLACK_GLASSES	TRUE	Flare Blitz,Gunk Shot,Sucker Punch,Blaze Kick	420	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_SCORBUNNY	0.459	Derived	0.0135	ITEM_CHOICE_BAND	FALSE
SPECIES_MEOWTH_ALOLA	Meowth-Alola	1	revenge_killer	NA	revenge_killer:0.6057;status_spreader:0.4715;weather_terrain_setter:0.4265	0.6057	0.5545	0.9284	-0.3227	F	0.0512	0.784	0.338	1.0	0.48	support	ABILITY_PICKUP	Calm	ITEM_BERRY_JUICE	TRUE	Foul Play,Rain Dance,Hypnosis,Dark Pulse	280	1	Asserted	wild	0.7062	Derived	0.0	NA	FALSE
SPECIES_LEAVANNY	Leavanny	1	revenge_killer	NA	revenge_killer:0.5875;tank:0.5258	0.5875	0.5462	0.9284	-0.3409	F	0.0413	0.818	0.4	1.0	0.382	physical	ABILITY_SWARM	Adamant	ITEM_LIFE_ORB	FALSE	Leaf Blade,Lunge,Shadow Claw,Seed Bomb	500	2	Inferred	evolution:EVO_FRIENDSHIP:0:from SPECIES_SWADLOON	0.6179	Derived	0.0	NA	FALSE
SPECIES_DRIZZILE	Drizzile	1	revenge_killer	NA	revenge_killer:0.5795;speed_control:0.1457	0.5795	0.6632	0.9284	-0.3489	F	-0.0837	0.784	0.4	1.0	0.384	special	ABILITY_TORRENT	Calm	ITEM_LIFE_ORB	FALSE	Surf,Icy Wind,Weather Ball,Water Pulse	420	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_SOBBLE	0.7945	Derived	0.0	NA	FALSE
SPECIES_SHARPEDO	Sharpedo	1	revenge_killer	NA	revenge_killer:0.5777	0.5777	0.6738	0.9284	-0.3507	F	-0.0961	0.826	0.4	1.0	0.353	physical	ABILITY_ROUGH_SKIN	Adamant	ITEM_LIFE_ORB	FALSE	Liquidation,Night Slash,Close Combat,Waterfall	460	4	Asserted	wild	0.7592	Derived	0.0	NA	FALSE
SPECIES_NINJASK	Ninjask	1	revenge_killer	NA	revenge_killer:0.5766	0.5766	0.5088	0.9284	-0.3518	F	0.0678	1.0	0.4	1.0	0.242	physical	ABILITY_SPEED_BOOST	Adamant	ITEM_CHOICE_BAND	FALSE	Fly,Leech Life,Dig,X-Scissor	456	2	Derived	evolution:EVO_LEVEL_NINJASK@20:from SPECIES_NINCADA	0.5473	Derived	0.0	NA	FALSE
SPECIES_TAILLOW	Taillow	1	revenge_killer	NA	revenge_killer:0.5743;priority_abuser:0.4561;wallbreaker_phys:0.4194	0.5743	0.5083	0.9284	-0.3541	F	0.066	0.744	1.0	1.0	0.096	physical	ABILITY_GUTS	Adamant	ITEM_METAL_COAT	TRUE	Sky Attack,Quick Attack,Steel Wing,Brave Bird	270	6	Asserted	wild	0.512	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_MEOWTH	Meowth	1	revenge_killer	NA	revenge_killer:0.5536;status_spreader:0.4715;weather_terrain_setter:0.4265	0.5536	0.5661	0.9284	-0.3748	F	-0.0125	0.784	0.338	0.808	0.422	support	ABILITY_PICKUP	Calm	ITEM_BERRY_JUICE	TRUE	Hyper Voice,Rain Dance,Hypnosis,Body Slam	290	1	Asserted	wild	0.6003	Derived	0.0	NA	FALSE
SPECIES_SPEAROW	Spearow	1	revenge_killer	NA	revenge_killer:0.5346;priority_abuser:0.4731;wallbreaker_phys:0.4364	0.5346	0.0	0.9284	-0.3938	F	0.5346	0.586	1.0	1.0	0.096	physical	ABILITY_FRISK	Adamant	ITEM_SHARP_BEAK	TRUE	Sky Attack,Quick Attack,Drill Run,Brave Bird	262	6	Asserted	wild	0.512	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_PALAFIN_ZERO	Palafin-Zero	1	revenge_killer	NA	revenge_killer:0.4496	0.4496	0.7735	0.9284	-0.4788	F	-0.3239	0.854	0.4	0.923	0.044	support	ABILITY_ZERO_TO_HERO	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Surf,Liquidation,Scald	457	7	Derived	evolution:EVO_LEVEL@38:from SPECIES_FINIZEN	0.6356	Derived	0.248	ITEM_LIFE_ORB	FALSE
SPECIES_WIGLETT	Wiglett	1	revenge_killer	NA	revenge_killer:0.4297;weather_terrain_setter:0.3308	0.4297	0.579	0.9284	-0.4987	F	-0.1493	0.826	0.4	0.923	0.012	support	ABILITY_GOOEY	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Rain Dance,Memento,Surf	245	4	Asserted	wild	0.512	Derived	0.0409	ITEM_CHOICE_BAND	FALSE
SPECIES_DIGLETT	Diglett	1	revenge_killer	weather_terrain_setter	revenge_killer:0.4213;weather_terrain_setter:0.3776;hazard_setter:0.3516	0.4213	0.4597	0.9284	-0.5071	F	-0.0384	0.826	0.4	0.865	0.012	support	ABILITY_SAND_VEIL	Calm	ITEM_BERRY_JUICE	TRUE	Earthquake,Stealth Rock,Sunny Day,Sandstorm	265	3	Asserted	wild	0.5826	Derived	0.0493	ITEM_CHOICE_BAND	FALSE
SPECIES_POLIWHIRL	Poliwhirl	1	revenge_killer	weather_terrain_setter	revenge_killer:0.4111;weather_terrain_setter:0.3773	0.4111	0.6042	0.9284	-0.5173	F	-0.1931	0.784	0.338	0.923	0.023	support	ABILITY_WATER_ABSORB	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Snowscape,Rain Dance,Surf	385	3	Derived	evolution:EVO_LEVEL@25:from SPECIES_POLIWAG	0.6038	Derived	0.2	ITEM_CHOICE_BAND	FALSE
SPECIES_POLIWAG	Poliwag	1	revenge_killer	NA	revenge_killer:0.4077;weather_terrain_setter:0.3391	0.4077	0.4775	0.9284	-0.5207	F	-0.0698	0.784	0.338	0.923	0.014	support	ABILITY_WATER_ABSORB	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Snowscape,Rain Dance,Surf	300	1	Asserted	wild	0.5438	Derived	0.0912	ITEM_CHOICE_BAND	FALSE
SPECIES_UNOWN	Unown	1	revenge_killer	NA	revenge_killer:0.3981	0.3981	0.3657	0.9284	-0.5303	F	0.0324	0.843	0.4	0.308	0.153	special	ABILITY_LEVITATE	Modest	ITEM_CHOICE_SPECS	FALSE	Hidden Power	384	9	Asserted	wild	0.5544	Derived	0.0	NA	FALSE
SPECIES_BAYLEEF	Bayleef	1	screens_setter	tank	screens_setter:0.6928;tank:0.6461;special_wall:0.6289	0.6928	0.7488	0.6713	0.0215	C	-0.056	0.535	1.0	0.192	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Solar Blade,Synthesis,Light Screen,Reflect	405	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_CHIKORITA	0.9364	Derived	0.0	NA	TRUE
SPECIES_LEDYBA	Ledyba	1	screens_setter	NA	screens_setter:0.6775;special_wall:0.564	0.6775	0.6075	0.6713	0.0062	C	0.07	0.383	1.0	0.192	0.6	support	ABILITY_SWARM	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Light Screen,Reflect,Roost	265	11	Derived	wild	0.5304	Derived	0.0	NA	FALSE
SPECIES_CHIKORITA	Chikorita	1	screens_setter	NA	screens_setter:0.6713;special_wall:0.5693	0.6713	0.6713	0.6713	0.0	C	0.0	0.321	1.0	0.192	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Leaf Storm,Synthesis,Reflect,Light Screen	318	1	Measured	starter:game_start	0.9364	Derived	0.0	NA	FALSE
SPECIES_TOEDSCOOL	Toedscool	1	screens_setter	NA	screens_setter:0.6555;speed_control:0.472	0.6555	0.6555	0.6713	-0.0158	D	0.0	0.478	0.8	0.577	0.6	support	ABILITY_CLEAR_BODY	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Light Screen,Reflect,Trick Room	335	1	Asserted	wild	0.7239	Derived	0.0	NA	FALSE
SPECIES_NATU	Natu	1	screens_setter	NA	screens_setter:0.6525;special_wall:0.5165	0.6525	0.0	0.6713	-0.0188	D	0.6525	0.133	1.0	0.192	0.6	support	ABILITY_SYNCHRONIZE	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Light Screen,Reflect,Roost	320	3	Asserted	wild	0.9223	Derived	0.0	NA	FALSE
SPECIES_MEDICHAM	Medicham	1	screens_setter	weather_terrain_setter	screens_setter:0.6388;weather_terrain_setter:0.5938	0.6388	0.4374	0.6713	-0.0325	D	0.2014	0.503	0.8	0.385	0.6	support	ABILITY_HUGE_POWER	Calm	ITEM_BERRY_JUICE	TRUE	Focus Punch,Light Screen,Reflect,Sunny Day	410	7	Derived	evolution:EVO_LEVEL@37:from SPECIES_MEDITITE	0.6886	Derived	0.0207	ITEM_LIFE_ORB	FALSE
SPECIES_FLITTLE	Flittle	1	screens_setter	NA	screens_setter:0.622;special_wall:0.4638	0.622	0.4393	0.6713	-0.0493	D	0.1827	0.02	1.0	0.0	0.6	support	ABILITY_SPEED_BOOST	Calm	ITEM_BERRY_JUICE	TRUE	Psychic,Light Screen,Reflect,Roost	255	13	Asserted	wild	0.9364	Derived	0.0	NA	FALSE
SPECIES_BALTOY	Baltoy	1	screens_setter	NA	screens_setter:0.6196;speed_control:0.4707	0.6196	0.1746	0.6713	-0.0517	D	0.445	0.311	0.8	0.385	0.6	support	ABILITY_LEVITATE	Calm	ITEM_BERRY_JUICE	TRUE	Earthquake,Light Screen,Reflect,Trick Room	300	6	Asserted	wild	0.6356	Derived	0.0	NA	FALSE
SPECIES_SERVINE	Servine	1	screens_setter	NA	screens_setter:0.6195;hazard_remover:0.3495	0.6195	0.0	0.6713	-0.0518	D	0.6195	0.503	0.8	0.192	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Light Screen,Reflect,Defog	413	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_SNIVY	0.7945	Derived	0.0	NA	FALSE
SPECIES_PINECO	Pineco	1	screens_setter	NA	screens_setter:0.6187;hazard_setter:0.5477	0.6187	0.0	0.6713	-0.0526	D	0.6187	0.494	0.8	0.192	0.6	support	ABILITY_STURDY	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Light Screen,Reflect,Stealth Rock	290	7	Asserted	wild	0.459	Derived	0.0	NA	FALSE
SPECIES_PYUKUMUKU	Pyukumuku	1	screens_setter	weather_terrain_setter	screens_setter:0.6146;weather_terrain_setter:0.5696;revenge_killer:0.1868	0.6146	0.0	0.6713	-0.0567	D	0.6146	0.646	0.8	0.0	0.6	support	ABILITY_INNARDS_OUT	Bold	ITEM_BERRY_JUICE	TRUE	Bide,Light Screen,Reflect,Snowscape	410	17	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_ROWLET	Rowlet	1	screens_setter	special_wall	screens_setter:0.6128;special_wall:0.5864;hazard_remover:0.3428	0.6128	0.0	0.6713	-0.0585	D	0.6128	0.436	0.8	0.192	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Brave Bird,Light Screen,Defog,Roost	320	1	Measured	starter:game_start	0.9364	Derived	0.0	NA	FALSE
SPECIES_PIDGEOTTO	Pidgeotto	1	screens_setter	special_wall	screens_setter:0.6094;special_wall:0.5784;hazard_remover:0.3394	0.6094	0.4906	0.6713	-0.0619	D	0.1188	0.402	0.8	0.192	0.6	support	ABILITY_FRISK	Calm	ITEM_BERRY_JUICE	TRUE	Brave Bird,Reflect,Defog,Roost	349	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_PIDGEY	0.9364	Derived	0.0	NA	FALSE
SPECIES_TURTWIG	Turtwig	1	screens_setter	NA	screens_setter:0.6082;hazard_setter:0.5373	0.6082	0.0	0.6713	-0.0631	D	0.6082	0.39	0.8	0.192	0.6	support	ABILITY_SHELL_ARMOR	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Light Screen,Reflect,Stealth Rock	318	1	Measured	starter:game_start	0.7662	Derived	0.0	NA	FALSE
SPECIES_MEDITITE	Meditite	1	screens_setter	weather_terrain_setter	screens_setter:0.6058;weather_terrain_setter:0.5608	0.6058	0.0	0.6713	-0.0655	D	0.6058	0.174	0.8	0.385	0.6	support	ABILITY_HUGE_POWER	Calm	ITEM_BERRY_JUICE	TRUE	Focus Punch,Light Screen,Reflect,Sunny Day	280	3	Asserted	wild	0.6356	Derived	0.0	NA	FALSE
SPECIES_WOOBAT	Woobat	1	screens_setter	NA	screens_setter:0.602;hazard_remover:0.332	0.602	0.0	0.6713	-0.0693	D	0.602	0.327	0.8	0.192	0.6	support	ABILITY_UNAWARE	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Light Screen,Reflect,Defog	323	3	Asserted	wild	0.7768	Derived	0.0	NA	FALSE
SPECIES_SNIVY	Snivy	1	screens_setter	NA	screens_setter:0.5939;hazard_remover:0.3239	0.5939	0.0	0.6713	-0.0774	D	0.5939	0.247	0.8	0.192	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Light Screen,Reflect,Defog	308	1	Measured	starter:game_start	0.7239	Derived	0.0	NA	FALSE
SPECIES_MORGREM	Morgrem	1	screens_setter	NA	screens_setter:0.5906	0.5906	0.5031	0.6713	-0.0807	D	0.0875	0.406	0.8	0.0	0.6	support	ABILITY_PRANKSTER	Calm	ITEM_BERRY_JUICE	TRUE	Foul Play,Light Screen,Reflect,Play Rough	370	4	Derived	evolution:EVO_LEVEL@27:from SPECIES_IMPIDIMP	0.7839	Derived	0.0	NA	FALSE
SPECIES_HOPPIP	Hoppip	1	screens_setter	weather_terrain_setter	screens_setter:0.5878;weather_terrain_setter:0.5428;special_wall:0.5168	0.5878	0.5878	0.6713	-0.0835	D	0.0	0.186	0.8	0.192	0.6	support	ABILITY_CHLOROPHYLL	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Synthesis,Reflect,Sunny Day	250	1	Measured	starter:game_start	0.8764	Derived	0.0	NA	FALSE
SPECIES_VENONAT	Venonat	1	screens_setter	special_wall	screens_setter:0.5858;special_wall:0.5531;weather_terrain_setter:0.5408	0.5858	0.4983	0.6713	-0.0855	D	0.0875	0.358	0.8	0.0	0.6	support	ABILITY_COMPOUND_EYES	Calm	ITEM_BERRY_JUICE	TRUE	Sludge Bomb,Reflect,Sunny Day,Morning Sun	305	3	Asserted	wild	0.8658	Derived	0.0	NA	FALSE
